,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.65,0.91,1.38,1.48,1.32,1.13,0.71,0.71,0.49,0.57,0.53,0.51,0.49,0.39,0.66,0.46
f_1,1.32,0.65,1.2,1.61,1.09,1.34,0.48,0.63,0.44,0.44,0.42,0.64,0.47,0.28,0.43,0.41
d_1,1.52,1.51,0.65,1.19,1.31,1.11,0.6,0.43,0.53,0.76,0.48,0.45,0.44,0.37,0.4,0.28
c_1,1.11,1.25,1.67,0.64,1.78,1.07,0.55,0.47,0.56,0.31,0.44,0.49,0.37,0.4,0.47,0.37
b_1,1.52,1.75,1.32,0.8,0.64,1.64,0.66,0.65,0.6,0.55,0.93,0.48,0.52,0.45,0.44,0.41
a_1,1.86,1.56,1.71,1.72,0.97,0.57,0.81,0.94,0.66,0.64,0.77,0.62,0.88,0.57,0.49,0.5
h_1,1.74,2.17,1.78,2.02,1.94,1.65,0.58,0.85,0.66,0.67,0.75,0.63,0.65,0.71,0.63,0.66
g_1,1.9,2.23,2.28,2.41,2.18,1.82,0.83,0.54,0.75,0.82,0.8,0.92,0.76,0.48,0.81,0.72
c_0,2.4,2.29,1.4,3.99,2.04,2.33,1.08,1.12,0.6,1.1,0.85,0.79,0.92,0.63,0.67,0.61
d_0,1.41,2.15,3.18,2.77,2.29,1.97,1.23,1.19,0.85,0.61,0.91,0.88,0.69,0.61,0.71,0.69
b_0,2.21,2.41,1.99,3.52,2.38,1.62,0.97,1.09,0.51,0.93,0.58,0.81,1.05,0.77,0.7,0.65
f_0,2.33,3.24,2.28,2.26,2.57,2.14,1.21,0.66,0.82,0.8,0.79,0.58,0.74,0.79,0.86,0.45
a_0,2.41,2.44,2.59,3.23,2.79,2.9,1.19,1.18,0.79,1.13,0.54,1.13,0.56,0.77,0.82,0.98
h_0,2.58,2.86,2.71,2.68,2.64,2.07,1.39,1.35,0.91,1.12,0.83,0.85,0.89,1.0,0.83,0.76
e_0,3.48,3.26,2.74,2.63,2.53,2.69,1.43,1.13,1.05,1.07,1.04,0.58,1.01,0.81,0.56,0.61
g_0,2.81,2.99,2.99,2.77,2.67,2.37,0.97,1.34,0.94,1.13,0.97,1.04,0.81,0.67,0.95,0.9
