,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,9326.36,4314.58,5432.97,11101.49,12146.0,65115.12,4259398.54,9960597.62,31372632.68,18477930.32,33185721.47,42784301.35,168000433.36,144693711.35,139698317.4,289787391.37
f_1,6136.92,10360.54,5403.11,9183.41,11630.78,56786.1,4005451.61,8895198.9,17233852.19,15168897.08,19574712.12,34447148.86,146667941.11,92625442.35,125840438.15,344712136.1
d_1,3671.97,3864.08,17813.3,7741.37,11310.45,68264.31,3769670.58,10730215.7,12464583.97,38704745.92,36218186.35,51726406.79,164655029.65,128949178.97,194771596.79,341669033.83
c_1,3150.07,3879.11,5711.04,29677.51,23052.76,63401.72,4061237.43,9752932.1,16110489.58,11055585.51,28820713.9,29372642.35,160134947.39,123686110.15,189033216.25,337497204.69
b_1,3053.18,3994.96,5397.39,9209.52,43005.79,139370.98,4718954.69,10834113.28,16850000.11,21091295.14,35712609.34,28522982.05,151092376.28,115259624.74,191405662.62,351257010.56
a_1,3180.5,4415.56,6246.84,10116.52,13460.74,355206.68,4538560.92,7950496.34,16631277.39,19003038.99,30772970.62,42860007.32,155061759.05,84659966.25,159804562.52,374048547.27
h_1,3845.29,5272.74,7352.83,10209.74,12893.29,63418.36,9100484.29,15613066.67,17889423.58,21164890.19,38175560.73,42665039.31,122272433.77,137748751.74,213949737.81,440387031.25
g_1,3521.16,3791.43,9905.59,9204.02,11684.27,72995.47,4786287.41,25629972.05,17350599.27,22648210.37,58283001.08,42117065.74,173438442.02,155056789.58,273711486.63,301672541.2
d_0,3348.57,4326.89,4912.93,17563.1,15057.95,73246.71,4881651.74,9711614.98,29654745.04,17345686.16,36242592.93,42309656.74,174346386.14,152238028.77,209462603.23,400449021.56
c_0,4200.66,4406.79,7366.43,7474.5,11282.62,72958.68,4671619.26,11848062.75,19340032.55,37307091.51,42772429.97,91672264.52,187271882.99,179885918.92,235106071.44,464340143.33
f_0,3095.76,3550.69,7548.91,12152.21,13847.92,81902.82,4969619.56,12277421.35,20753128.05,23839749.14,66395309.83,55066169.15,193529400.52,165960937.51,431558243.16,464493122.51
b_0,4198.26,4316.04,8039.96,9894.41,10961.87,57381.31,4586254.58,12264048.14,17860142.59,19721357.15,40009428.36,82892096.76,201150584.21,300106063.02,257859692.7,438501922.84
h_0,3802.8,5441.66,7708.67,10446.67,12759.32,78365.91,3272686.28,13876963.84,19497447.29,19299951.1,36866256.33,43859987.74,130054131.44,119500246.31,226545734.22,496909738.56
a_0,4081.02,4605.7,7258.37,9680.71,13075.09,60522.75,4937330.06,11518310.64,18392680.39,21379485.78,39068858.93,44098690.83,187432918.75,284007078.88,251483953.32,396018813.53
e_0,2684.54,5259.3,7599.34,10200.44,14120.84,62760.99,5229760.08,11891004.21,19561658.97,25627177.81,33574394.7,50774855.45,189446939.25,180095957.67,432560466.34,447096758.87
g_0,3153.23,3429.99,11132.31,11639.95,12053.6,67575.04,4537133.25,10195059.74,17264038.63,24457342.15,51429474.91,52717034.89,184855407.43,146844569.2,205388367.96,313950725.56
