,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,e_0,a_0,g_0
f_1,0.01,0.09,0.11,0.1,0.11,0.18,0.17,0.2,0.24,0.24,0.3,,0.31,0.48,0.49,0.42
e_1,0.05,0.01,0.08,0.1,0.12,0.16,0.2,0.24,0.38,0.25,0.24,0.39,0.41,,0.48,0.4
c_1,0.05,0.08,0.01,0.1,0.11,0.13,0.14,0.09,0.18,,0.23,0.19,0.24,0.2,0.23,0.28
d_1,0.04,0.07,0.04,0.01,0.05,0.07,0.1,,0.1,0.14,0.18,0.12,0.15,0.23,0.22,0.13
b_1,0.04,0.04,0.02,0.06,,0.1,0.07,0.11,0.1,0.12,,0.12,0.11,0.15,0.14,0.14
a_1,0.01,0.01,0.01,0.02,0.01,,0.03,0.04,0.04,,0.04,0.06,0.06,0.05,,
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
