,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.74,0.92,0.93,0.99,0.96,1.09,1.02,1.36,1.0,1.03,1.19,1.03,0.96,,0.83
f_1,1.34,1.0,0.95,1.2,1.02,0.87,0.72,0.93,0.9,1.05,1.02,,0.82,1.16,1.2,1.03
d_1,1.08,1.05,1.0,0.92,0.9,1.02,1.17,0.82,,1.35,1.0,0.89,1.13,1.06,0.78,0.7
c_1,1.07,0.83,1.09,1.0,1.31,1.22,0.74,1.17,0.82,,1.08,1.0,1.01,0.75,1.03,1.27
b_1,1.02,0.98,1.11,0.77,1.0,1.12,1.02,1.12,1.0,1.02,,0.95,1.03,1.22,1.22,0.86
a_1,1.04,1.15,0.98,0.82,0.89,1.0,1.21,0.91,1.1,1.05,0.92,1.37,0.85,,,0.84
h_1,0.92,1.39,0.85,1.35,0.98,0.83,1.0,1.51,0.85,0.84,0.93,0.77,,0.84,0.91,1.21
g_1,0.98,1.08,1.22,0.86,0.89,1.1,0.66,1.0,1.18,0.99,1.0,1.27,0.94,,,
d_0,0.73,1.11,,1.22,1.0,0.91,1.18,0.85,1.0,0.85,1.2,0.95,0.89,1.13,1.26,1.23
c_0,1.0,0.95,0.74,,0.98,0.95,1.19,1.01,1.18,1.0,1.47,1.15,0.91,0.95,0.75,0.9
b_0,0.97,0.98,1.0,0.92,,1.09,1.07,1.0,0.84,0.68,1.0,0.8,1.24,1.55,1.28,1.32
f_0,0.84,,1.12,1.0,1.05,0.73,1.31,0.79,1.05,0.87,1.24,1.0,0.98,,1.35,0.97
h_0,0.97,1.22,0.89,0.99,0.97,1.18,,1.07,1.12,1.1,0.8,1.02,,0.68,0.72,1.1
a_0,1.04,0.86,0.95,1.34,0.82,,1.2,,0.88,1.06,0.65,,1.46,1.0,,1.13
e_0,,0.84,1.28,0.97,0.82,,1.1,,0.79,1.33,0.78,0.74,1.38,,1.0,
g_0,1.21,0.97,1.43,0.78,1.16,1.19,0.83,,0.81,1.11,0.76,1.03,0.91,0.88,,
