,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.27,0.53,0.48,0.54,0.43,0.14,0.1,0.09,0.16,0.09,0.12,0.07,0.09,0.15,0.08
f_1,0.45,0.16,0.46,0.42,0.4,0.36,0.09,0.1,0.1,0.17,0.1,0.14,0.05,0.09,0.09,0.08
c_1,0.34,0.47,0.16,0.62,0.45,0.4,0.14,0.05,0.13,0.14,0.09,0.09,0.06,0.09,0.09,0.07
d_1,0.56,0.49,0.46,0.15,0.48,0.41,0.11,0.15,0.07,0.08,0.09,0.1,0.06,0.09,0.07,0.04
b_1,0.49,0.51,0.25,0.52,0.12,0.45,0.14,0.1,0.14,0.13,0.16,0.08,0.06,0.1,0.08,0.07
a_1,0.49,0.52,0.48,0.48,0.22,0.1,0.14,0.11,0.09,0.14,0.12,0.09,0.08,0.14,0.08,0.07
h_1,0.39,0.44,0.39,0.39,0.4,0.36,0.05,0.09,0.08,0.11,0.07,0.07,0.07,0.07,0.07,0.06
d_0,0.24,0.41,0.42,0.6,0.48,0.42,0.14,0.06,0.08,0.12,0.09,0.08,0.06,0.07,0.08,0.07
c_0,0.44,0.48,0.58,0.24,0.43,0.33,0.11,0.11,0.05,0.11,0.08,0.08,0.06,0.08,0.08,0.05
g_1,0.43,0.48,0.43,0.38,0.39,0.37,0.08,0.08,0.08,0.04,0.08,0.07,0.05,0.07,0.08,0.08
b_0,0.37,0.39,0.58,0.31,0.69,0.37,0.12,0.08,0.05,0.11,0.05,0.08,0.06,0.07,0.07,0.06
f_0,0.34,0.67,0.43,0.38,0.4,0.41,0.11,0.08,0.08,0.07,0.08,0.04,0.06,0.06,0.06,0.04
h_0,0.38,0.41,0.36,0.39,0.4,0.35,0.18,0.08,0.08,0.11,0.08,0.08,0.07,0.07,0.07,0.05
a_0,0.39,0.46,0.4,0.33,0.51,0.66,0.12,0.08,0.07,0.1,0.05,0.08,0.05,0.04,0.06,0.05
e_0,0.51,0.49,0.39,0.35,0.33,0.38,0.1,0.07,0.08,0.1,0.09,0.04,0.05,0.09,0.04,0.05
g_0,0.42,0.45,0.42,0.33,0.41,0.37,0.09,0.09,0.08,0.13,0.07,0.08,0.04,0.07,0.08,0.06
