,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.29,1.14,0.98,0.75,0.94,0.66,0.61,0.63,0.57,0.61,,0.46,0.54,0.41,0.58
e_1,0.78,1.0,0.79,0.99,0.91,0.92,0.7,0.6,0.62,0.88,0.56,0.62,0.63,0.67,,0.59
d_1,0.88,1.27,1.0,0.99,0.94,1.07,0.82,0.57,0.86,,0.55,0.67,0.51,0.57,0.51,0.5
c_1,1.02,1.01,1.01,1.0,1.22,0.97,0.83,0.69,,0.51,0.73,0.68,0.66,0.46,0.74,0.49
b_1,1.34,1.09,1.06,0.82,1.0,0.96,0.68,0.68,0.78,0.6,,0.77,0.57,0.61,,0.55
a_1,1.07,1.09,0.94,1.03,1.04,1.0,1.02,0.89,0.96,0.97,0.89,0.57,0.63,,,0.73
h_1,1.52,1.43,1.22,1.2,1.47,0.98,1.0,1.5,0.85,0.82,0.98,0.83,,0.92,0.74,1.02
g_1,1.63,1.66,1.74,1.44,1.46,1.12,0.67,1.0,1.22,0.99,1.02,1.35,0.74,0.99,0.58,
c_0,1.59,1.62,1.16,,1.28,1.05,1.18,0.82,1.0,1.16,1.3,1.17,0.86,0.71,0.88,1.01
d_0,1.74,1.14,,1.97,1.66,1.03,1.21,1.01,0.86,1.0,0.87,0.82,1.23,0.79,0.73,0.89
b_0,1.64,1.79,1.82,1.37,,1.12,1.02,0.98,0.77,1.14,1.0,0.96,0.96,1.43,0.99,0.69
f_0,,1.62,1.49,1.48,1.29,1.75,1.21,0.74,0.86,1.21,1.04,1.0,1.31,,1.45,0.88
h_0,2.2,1.58,1.96,1.5,1.75,1.6,,1.34,1.17,0.81,1.04,0.77,,0.88,1.1,0.84
a_0,1.86,1.5,1.75,2.2,1.64,,1.08,1.01,1.42,1.27,0.7,,1.14,1.0,,1.06
e_0,2.42,,1.96,1.35,,,1.35,1.74,1.13,1.38,1.01,0.69,0.91,,1.0,
g_0,1.72,1.69,1.99,2.04,1.8,1.36,0.98,,0.99,1.12,1.44,1.13,1.19,0.94,,
