,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.34,1.2,0.88,1.32,1.01,0.62,2.0,1.66,3.55,2.02,2.23,1.83,2.66,2.1,1.24,2.46
f_1,1.68,2.36,1.0,1.01,0.87,0.74,1.9,1.65,2.2,2.09,1.98,1.32,2.61,1.71,1.19,2.26
d_1,1.05,1.15,2.46,0.82,0.88,0.89,1.84,2.23,1.5,3.86,2.72,2.12,2.85,1.8,2.21,2.47
c_1,0.93,1.1,1.02,2.53,1.79,0.8,1.72,1.72,2.02,1.27,1.31,2.04,2.81,1.64,1.78,2.23
b_1,1.02,1.19,1.11,0.93,2.66,1.61,1.77,1.52,2.05,2.13,1.61,1.93,2.74,1.49,1.69,2.26
a_1,1.14,1.22,1.12,0.98,0.8,3.28,2.0,1.87,2.12,2.28,2.32,2.04,2.98,1.33,2.13,2.22
h_1,1.11,1.53,1.27,1.03,1.03,0.75,3.58,2.18,1.91,2.21,2.25,2.02,2.17,1.67,1.66,3.28
g_1,0.99,1.1,1.59,1.11,1.01,0.78,1.96,3.68,2.1,2.47,2.67,3.01,2.72,1.98,2.27,2.65
d_0,1.13,1.15,0.85,1.84,1.23,0.69,2.12,1.95,3.28,1.23,1.66,2.2,2.9,1.97,1.93,2.55
c_0,1.24,1.28,1.22,1.02,0.8,0.75,1.99,2.2,2.38,3.39,4.08,2.32,3.09,2.69,2.02,2.78
b_0,1.18,1.3,1.21,1.19,0.89,0.64,2.23,2.26,2.45,2.23,3.46,2.11,3.11,3.71,1.85,2.75
f_0,0.97,0.95,1.28,1.3,1.23,0.81,1.82,2.11,2.38,2.25,2.36,3.78,3.79,1.95,4.18,2.95
h_0,1.08,1.46,1.26,1.18,1.02,0.73,1.62,2.5,2.15,2.36,2.07,2.16,2.48,2.12,1.86,3.63
a_0,1.15,1.42,1.16,1.23,0.97,0.53,2.35,2.07,2.23,2.21,2.29,1.99,3.1,3.85,1.77,2.46
e_0,0.86,1.01,1.28,1.31,1.18,0.9,2.04,2.08,2.48,2.56,2.44,2.48,3.38,1.83,3.95,2.99
g_0,1.01,0.97,1.73,1.11,1.07,0.76,1.88,1.8,1.83,2.43,2.06,3.24,2.99,1.8,2.79,2.25
