,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.77,1.0,1.13,0.87,0.87,0.71,0.91,0.69,0.69,0.74,0.71,0.59,0.58,0.65,0.54
f_1,1.29,1.0,0.9,0.92,0.85,0.77,0.6,0.64,0.61,0.73,0.54,0.56,0.48,0.52,0.56,0.42
d_1,1.01,1.11,1.0,0.87,0.94,0.74,0.69,0.75,0.82,0.57,0.67,0.59,0.62,0.56,0.49,0.55
c_1,0.88,1.08,1.14,1.0,1.16,0.94,0.75,0.5,0.53,0.6,0.55,0.63,0.59,0.6,0.62,0.65
b_1,1.15,1.18,1.05,0.87,1.0,1.14,0.8,0.71,0.71,0.7,0.64,0.65,0.66,0.62,0.55,0.57
a_1,1.15,1.3,1.36,1.07,0.89,1.0,1.02,0.75,0.84,0.93,1.01,0.71,0.84,0.73,0.69,0.61
h_1,1.42,1.67,1.46,1.37,1.22,0.96,1.0,0.85,0.88,1.12,0.89,0.8,0.82,0.79,0.91,0.74
d_0,1.11,1.47,1.42,2.09,1.44,1.31,1.18,1.0,0.91,1.11,1.01,1.02,1.01,0.8,0.84,0.87
c_0,1.52,1.55,1.22,1.89,1.32,1.07,1.1,1.07,1.0,1.0,1.31,0.97,0.95,0.99,0.94,0.93
g_1,1.45,1.4,1.82,1.66,1.35,1.09,0.9,0.88,1.01,1.0,0.95,1.0,0.82,0.85,0.96,0.87
b_0,1.36,1.77,1.42,1.81,1.55,1.06,1.14,1.07,0.75,1.08,1.0,0.99,1.0,1.15,0.91,0.84
f_0,1.31,1.72,1.65,1.71,1.5,1.39,1.28,1.01,1.05,0.99,1.01,1.0,1.05,0.96,0.79,1.44
h_0,1.67,2.11,1.69,1.66,1.49,1.17,1.22,1.04,1.04,1.24,0.98,0.94,1.0,0.94,1.06,0.89
a_0,1.68,1.78,1.88,1.58,1.73,1.57,1.21,1.2,1.08,1.12,0.92,1.12,1.08,1.0,1.23,1.15
g_0,1.56,1.75,2.08,1.62,1.79,1.41,1.1,1.15,1.02,1.02,1.09,1.24,0.95,0.82,1.0,1.02
e_0,1.76,2.31,1.79,1.67,1.68,1.7,1.34,1.2,1.01,1.19,1.13,0.74,1.14,0.86,0.97,1.0
