,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.41,0.43,0.63,0.65,0.65,0.56,0.32,0.36,0.31,0.27,0.34,0.26,0.24,0.28,0.31,0.24
f_1,0.66,0.41,0.55,0.61,0.54,0.58,0.27,0.33,0.26,0.24,0.29,0.25,0.18,0.24,0.23,0.25
d_1,0.62,0.69,0.39,0.6,0.57,0.51,0.3,0.23,0.32,0.29,0.26,0.29,0.21,0.26,0.25,0.17
c_1,0.51,0.59,0.7,0.38,0.68,0.5,0.32,0.34,0.18,0.28,0.26,0.24,0.25,0.24,0.26,0.23
b_1,0.57,0.7,0.66,0.39,0.35,0.71,0.37,0.34,0.26,0.36,0.27,0.32,0.24,0.25,0.26,0.24
a_1,0.58,0.64,0.63,0.64,0.38,0.3,0.36,0.32,0.31,0.3,0.29,0.34,0.26,0.28,0.35,0.24
h_1,0.56,0.62,0.58,0.56,0.51,0.48,0.23,0.35,0.26,0.24,0.26,0.25,0.25,0.24,0.23,0.22
g_1,0.57,0.6,0.64,0.54,0.54,0.52,0.23,0.21,0.27,0.29,0.26,0.25,0.18,0.24,0.23,0.23
d_0,0.41,0.57,0.76,0.66,0.57,0.51,0.32,0.35,0.23,0.25,0.26,0.26,0.26,0.26,0.26,0.23
c_0,0.6,0.62,0.42,0.76,0.55,0.53,0.35,0.3,0.39,0.21,0.3,0.31,0.22,0.26,0.25,0.22
f_0,0.54,0.68,0.55,0.57,0.58,0.51,0.3,0.24,0.28,0.23,0.2,0.3,0.22,0.26,0.3,0.16
b_0,0.55,0.61,0.5,0.79,0.63,0.53,0.28,0.31,0.28,0.18,0.25,0.2,0.23,0.28,0.22,0.2
h_0,0.53,0.61,0.58,0.55,0.57,0.52,0.31,0.32,0.24,0.26,0.25,0.25,0.23,0.24,0.21,0.22
a_0,0.55,0.59,0.52,0.58,0.61,0.69,0.31,0.28,0.26,0.23,0.25,0.17,0.22,0.18,0.25,0.21
e_0,0.59,0.71,0.54,0.57,0.56,0.48,0.3,0.27,0.27,0.25,0.16,0.28,0.24,0.27,0.18,0.18
g_0,0.55,0.55,0.57,0.58,0.59,0.53,0.25,0.3,0.28,0.25,0.29,0.24,0.19,0.25,0.26,0.23
