,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.85,1.49,1.18,1.44,3.43,21.43,38.17,29.86,36.44,47.28,59.39,86.09,90.44,112.75,135.11
f_1,1.19,1.0,1.12,1.08,1.28,3.33,15.23,25.89,28.61,33.49,43.45,43.74,72.19,67.85,90.51,119.61
c_1,0.67,0.89,1.0,1.18,1.4,2.82,16.87,15.43,24.74,29.05,34.55,41.96,56.84,70.58,98.01,103.01
d_1,0.84,0.95,0.81,1.0,1.07,2.74,16.87,19.83,33.6,25.3,41.47,41.82,68.96,69.79,89.55,71.92
b_1,0.69,0.79,0.73,0.93,1.0,3.47,14.89,18.14,25.77,24.34,30.27,32.97,54.52,64.62,79.31,94.8
a_1,0.29,0.3,0.35,0.36,0.29,1.0,6.19,8.35,8.6,10.87,12.54,14.38,25.73,25.22,36.92,39.02
h_1,0.05,0.07,0.06,0.06,0.07,0.15,1.0,1.32,1.43,2.13,2.38,2.45,4.01,4.28,5.42,6.59
d_0,0.03,0.04,0.07,0.05,0.06,0.11,0.73,1.0,1.04,1.61,1.48,1.72,2.8,3.26,4.09,4.61
c_0,0.03,0.04,0.04,0.03,0.04,0.11,0.67,0.93,1.0,1.22,1.92,1.8,2.57,2.59,3.08,3.44
g_1,0.03,0.03,0.03,0.04,0.04,0.09,0.46,0.62,0.85,1.0,1.24,1.67,2.19,1.99,3.48,3.27
b_0,0.02,0.02,0.03,0.02,0.03,0.09,0.43,0.67,0.54,0.82,1.0,1.11,2.37,1.76,2.54,2.81
f_0,0.02,0.02,0.02,0.02,0.03,0.07,0.43,0.55,0.57,0.6,0.93,1.0,1.68,1.84,3.3,1.86
a_0,0.01,0.01,0.02,0.01,0.02,0.04,0.26,0.36,0.38,0.47,0.42,0.61,1.0,1.1,1.34,1.57
h_0,0.01,0.01,0.01,0.01,0.02,0.04,0.23,0.3,0.38,0.5,0.54,0.54,0.91,1.0,1.29,1.81
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.19,0.24,0.3,0.3,0.41,0.31,0.73,0.74,1.0,1.17
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.16,0.21,0.28,0.3,0.34,0.52,0.63,0.56,0.85,1.0
