,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.31,2.67,2.62,1.96,1.81,0.84,0.91,0.78,0.88,0.71,0.72,0.64,0.63,1.57,0.61
f_1,2.59,0.66,1.81,2.11,2.04,2.0,0.73,1.19,0.63,0.64,0.79,1.01,0.43,0.71,0.56,0.64
d_1,2.18,2.47,0.65,2.15,2.15,1.94,1.14,0.6,0.76,1.53,0.69,0.77,0.63,0.78,0.65,0.49
c_1,1.82,2.23,2.61,0.64,2.6,2.04,0.94,1.18,1.32,0.49,0.85,0.73,0.62,0.75,0.72,0.62
b_1,2.04,2.03,2.63,1.37,0.63,3.1,1.1,1.15,1.2,1.0,1.54,0.88,0.94,0.81,0.76,0.59
a_1,2.87,2.84,2.16,2.61,1.55,0.58,1.28,1.16,1.06,1.11,1.24,1.01,1.01,2.33,1.02,0.88
h_1,2.75,3.01,2.44,2.74,2.82,1.91,0.6,1.42,0.96,0.91,0.96,1.11,1.5,1.01,0.77,0.98
g_1,2.65,3.04,2.88,2.34,2.92,2.8,1.02,0.58,1.04,1.02,1.08,1.54,0.69,0.9,1.05,1.08
c_0,3.24,3.47,1.75,6.09,2.46,2.77,1.32,1.36,0.67,1.43,1.2,1.03,1.07,0.98,1.06,0.82
d_0,1.94,3.48,5.0,3.21,2.45,2.89,1.54,1.4,1.07,0.68,0.98,1.01,0.99,1.04,0.93,1.02
b_0,3.04,3.29,2.88,3.11,5.12,1.98,1.46,1.22,0.71,1.25,0.63,1.11,0.8,1.25,0.96,0.76
f_0,2.87,6.43,2.88,3.3,3.0,2.61,1.24,0.73,0.94,1.08,1.13,0.62,1.05,1.2,1.52,0.73
h_0,3.13,3.86,3.18,3.29,3.28,2.74,2.16,1.65,1.07,1.11,1.38,1.05,1.41,1.23,1.06,0.93
a_0,3.35,3.81,2.77,4.33,3.61,,1.35,2.15,1.13,1.64,0.67,1.13,0.77,0.59,1.4,0.99
e_0,6.14,5.28,3.69,2.93,2.9,3.02,1.94,1.56,1.31,1.27,1.67,0.8,0.97,1.39,0.59,0.84
g_0,3.15,4.19,3.3,3.92,4.24,3.63,1.17,2.66,1.34,1.3,1.38,1.29,0.88,1.1,1.37,1.57
