,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.16,82.4,72.42,89.65,104.04,97.2,15.15,22.77,15.56,15.2,16.09,,7.77,14.17,19.0,14.87
d_1,70.06,1.15,112.13,108.86,90.17,77.76,24.06,15.69,16.32,,18.16,18.81,14.56,21.63,14.62,7.0
e_1,46.13,114.29,1.15,108.86,96.61,108.0,27.27,23.53,20.27,15.97,13.4,23.09,13.71,12.84,,27.46
c_1,85.98,98.42,105.33,1.15,128.81,102.32,24.06,28.24,,10.74,24.48,18.14,15.03,25.69,19.0,19.83
b_1,151.32,131.22,124.14,59.76,1.15,121.5,35.57,22.77,29.09,27.09,,29.88,12.59,29.36,25.33,11.16
a_1,180.14,161.05,182.95,132.52,71.18,1.15,68.17,54.31,24.78,36.65,40.21,42.33,24.53,,,
h_1,108.09,122.17,108.62,117.23,84.53,97.2,2.0,21.39,24.78,17.8,17.06,15.39,,19.57,15.83,12.31
g_1,130.45,110.72,128.74,108.86,208.08,92.57,20.45,2.0,27.88,34.61,20.85,18.81,12.26,37.36,21.11,
c_0,85.98,46.62,105.33,,96.61,88.36,27.27,30.7,2.91,23.96,19.41,16.93,14.56,27.4,29.23,9.39
d_0,94.57,,51.88,87.09,100.19,114.35,27.27,64.18,20.27,2.91,21.65,24.19,11.95,17.12,21.11,17.0
b_0,151.32,93.24,105.33,108.86,,114.35,29.21,29.42,14.23,23.96,3.06,26.74,11.95,29.36,23.75,14.28
f_0,,136.27,139.04,112.89,93.28,108.0,43.05,20.76,27.88,28.32,23.46,3.18,20.26,20.55,21.11,9.15
h_0,94.57,78.73,96.56,98.32,79.56,69.43,,27.15,14.54,14.83,19.41,14.94,,17.12,20.0,11.16
a_0,189.15,161.05,151.13,203.2,142.37,,48.12,44.13,23.89,38.94,17.06,25.4,24.53,3.0,,22.31
e_0,210.17,168.71,,169.33,193.21,,34.08,64.18,41.81,27.09,40.21,14.94,20.26,,2.88,
g_0,122.03,136.27,128.74,89.65,117.61,,24.06,,24.78,27.09,29.63,21.17,11.65,20.55,,
