,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.14,6.46,10.79,12.25,11.12,8.1,3.47,2.27,3.31,2.33,2.15,2.8,1.76,2.0,12.73,1.95
f_1,8.95,1.15,11.14,12.77,13.42,10.9,2.06,2.17,3.17,1.98,2.59,6.97,1.19,2.22,2.28,2.11
c_1,8.25,10.26,1.14,15.89,11.48,13.13,4.03,1.27,4.15,9.0,2.31,2.33,1.55,2.19,1.85,2.0
d_1,14.22,13.27,11.44,1.14,11.16,12.27,2.93,15.81,2.32,2.06,2.13,2.0,1.95,2.26,2.25,1.02
b_1,20.2,16.3,7.69,11.45,1.15,16.66,4.26,2.63,4.18,2.97,13.54,2.76,2.16,3.36,2.53,1.64
a_1,27.18,16.54,27.02,20.63,9.25,1.15,6.62,4.5,6.07,4.5,4.4,3.85,3.55,24.71,2.93,2.61
h_1,29.81,33.87,35.37,22.9,39.15,31.52,1.88,5.4,9.82,5.05,6.53,6.0,8.02,5.58,5.02,4.89
d_0,16.96,37.52,30.36,107.13,34.02,39.4,10.75,2.89,11.13,7.68,6.31,6.22,4.25,5.01,6.13,5.81
g_1,34.88,33.87,33.97,29.65,43.3,37.94,6.57,8.29,1.89,6.62,6.61,7.07,3.64,8.24,7.04,15.4
c_0,45.64,40.57,131.96,17.21,41.42,40.18,10.6,10.0,9.15,2.81,7.93,8.6,5.55,6.29,8.07,6.04
b_0,36.25,42.55,49.72,32.56,142.9,31.05,13.25,7.31,10.6,3.6,2.63,7.27,5.48,10.18,7.36,4.89
f_0,38.11,94.3,38.55,39.54,39.69,46.57,12.37,8.83,7.68,8.35,7.5,2.72,4.81,8.24,9.74,3.9
h_0,56.02,52.86,48.32,47.44,51.96,43.6,43.65,12.83,15.18,8.86,10.47,10.12,18.04,8.87,9.74,7.16
a_0,67.22,75.85,62.38,52.71,71.45,,17.26,9.86,17.58,13.09,6.38,13.95,8.84,2.96,11.82,9.06
e_0,160.74,96.92,67.27,59.3,57.16,51.22,29.68,10.0,19.65,11.08,9.57,5.73,10.56,10.81,2.98,8.32
g_0,69.75,96.92,87.97,60.38,81.66,58.54,16.13,18.89,35.16,14.77,14.61,10.98,8.17,14.42,11.03,23.69
