,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.62,1.28,2.39,1.26,1.17,1.12,4.1,3.88,5.62,5.65,5.09,2.39,8.21,5.43,4.62,6.88
d_1,1.39,6.03,1.2,1.15,1.2,1.27,4.93,4.81,11.22,2.35,8.45,6.09,8.98,6.76,7.15,8.71
e_1,1.59,1.02,6.13,1.46,1.25,1.17,4.61,4.87,5.94,11.94,7.92,6.35,9.29,6.4,3.25,10.62
c_1,1.27,1.14,1.09,6.96,2.62,1.32,4.0,4.17,2.15,6.21,4.95,7.25,8.57,5.58,6.76,10.63
b_1,1.26,1.4,1.21,1.26,7.78,2.48,5.03,3.71,5.38,7.18,1.72,6.69,8.68,6.69,6.12,9.52
a_1,1.3,1.55,1.24,1.41,1.09,10.79,4.29,5.47,5.83,5.15,7.04,7.34,11.58,2.67,6.56,7.82
h_1,2.11,1.68,1.29,1.84,1.25,1.25,16.64,8.06,6.01,6.22,6.2,7.39,7.18,6.57,8.34,14.96
g_1,1.3,2.54,1.28,1.8,1.43,1.29,6.32,19.16,5.95,5.29,6.64,11.38,9.99,8.35,7.6,6.19
c_0,1.93,1.82,1.43,1.0,1.18,1.62,5.75,6.1,15.82,6.05,14.91,7.91,12.01,9.69,7.93,12.86
d_0,1.71,0.74,1.58,3.4,1.48,1.45,5.7,5.18,4.09,16.14,6.98,8.19,10.42,6.94,7.4,9.93
b_0,1.84,1.52,1.69,1.64,1.02,1.43,6.67,6.64,7.33,7.12,17.57,7.64,11.8,15.14,8.3,10.99
f_0,0.92,2.04,1.28,2.0,1.48,1.56,7.57,6.29,7.98,5.69,8.73,19.44,13.69,8.97,18.03,12.17
h_0,2.3,1.74,1.35,1.59,1.73,1.48,3.65,7.81,6.47,7.03,8.42,7.4,7.4,7.64,8.13,15.15
a_0,1.85,1.47,1.66,1.76,1.55,0.57,7.21,5.21,8.03,7.4,7.26,8.74,13.28,23.02,9.22,12.76
e_0,1.77,1.84,0.69,1.93,1.82,1.43,7.03,6.26,7.55,7.1,8.86,9.32,10.84,6.61,25.43,11.85
g_0,1.53,2.92,1.04,1.5,1.52,1.49,6.49,3.33,8.84,5.72,7.52,12.84,11.11,8.34,9.02,6.97
