,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,b_0,g_1,f_0,h_0,a_0,e_0,g_0
e_1,8166.01,4342.43,9302.39,8238.0,16551.64,70892.5,8581685.07,26940039.14,27250849.16,68119901.29,53280583.56,99388475.61,257125441.52,214745422.99,227346611.3,663456961.68
f_1,6200.21,8357.52,7551.58,9682.79,14810.99,56130.72,7089672.1,17249846.54,27683373.19,60166848.53,46470092.39,66617209.32,246100981.95,224536262.32,224283284.88,554007853.92
c_1,3436.08,4013.28,17107.77,10280.59,28107.65,74609.12,8811284.19,16207464.1,18278272.06,42066816.99,48576521.71,86269970.12,258800198.34,176381026.27,268000217.59,595449980.37
d_1,4122.04,4261.96,5356.78,25168.65,14765.46,72237.15,8924265.27,12044805.03,59345218.26,85357959.92,60779963.88,116370628.14,289739349.22,227317101.1,284076387.44,689338243.83
b_1,3623.57,4279.19,7490.86,9754.11,43837.28,139706.69,8592330.19,17283742.21,30538616.56,49747728.01,50205674.41,92814367.19,258085917.07,179111510.36,286937401.49,504813726.34
a_1,3825.86,4666.82,7909.89,9868.11,14652.47,270894.4,9100786.86,15666869.24,39567089.21,67587271.26,60130129.84,99437055.74,352461960.23,182197375.82,291748358.2,719279923.97
h_1,4121.16,5645.87,7642.57,11778.07,15708.17,66080.19,14857661.26,15025809.72,36536781.5,72340828.49,78876429.23,118611434.53,218929416.52,230654928.31,303773099.82,838278681.6
d_0,3997.38,4006.38,13763.15,8555.14,19642.82,66558.2,9185591.21,25758530.95,23098301.4,61459386.2,58875286.55,104480482.91,261528933.8,219693441.14,297863014.98,735302217.03
c_0,4539.16,4636.5,6215.3,11948.45,12754.77,76022.86,8434144.26,18788450.71,54125631.84,127509874.61,75432142.26,125556355.54,332548499.31,300860795.77,299718434.16,727594466.83
b_0,4568.13,4787.52,8608.78,10797.81,12664.15,50993.85,9721321.33,19369207.84,40765853.87,122437995.74,76038000.77,112212220.03,302785408.62,494578097.98,333426333.3,781728845.19
g_1,3814.46,4215.05,7856.06,15422.05,16033.46,63850.55,9922654.82,14668052.35,37770126.81,71395853.8,152060819.76,169826851.96,280356859.84,255883682.25,318939613.91,648089011.6
f_0,3377.77,3916.24,8382.12,12879.39,16551.15,80693.11,10327454.14,18168462.73,38104708.4,75930181.67,86418327.18,215427239.55,334229354.47,237901874.89,635261392.42,751718820.41
h_0,4128.43,5488.3,7997.57,12753.68,15479.41,65000.65,7940303.43,15896322.63,32859126.54,72396841.25,82645234.81,109276116.61,254227882.98,239487818.51,295043898.01,938644971.42
a_0,4556.26,4668.98,8925.99,11871.62,14579.36,46524.38,10280913.53,19435982.44,34385282.03,69362970.14,71229651.5,118773051.13,278929588.55,445003287.61,356025615.53,764761630.07
e_0,3310.1,4938.34,7439.88,14060.3,18477.99,77565.9,8920622.23,15603725.48,39554658.37,75851618.26,78029734.98,117035575.53,357131507.61,253441221.5,588811594.92,739369154.08
g_0,3549.26,3975.4,8004.29,16234.23,16830.75,68826.59,9053681.34,15819097.81,40212556.11,68877378.24,61593186.61,182065713.83,298397214.3,239723462.39,325066866.36,592924055.93
