,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,97.62,78.54,60.6,82.6,88.9,305.04,7259.0,12352.67,17940.45,16141.34,27196.32,18252.94,79202.46,77450.65,137264.66,311213.34
e_1,41.13,104.56,60.5,96.65,102.4,326.81,7718.39,15843.39,30670.37,16266.13,27198.65,41686.2,99267.72,77678.96,116465.03,266675.34
d_1,42.57,41.26,127.77,56.46,103.71,266.05,7180.74,16644.34,10229.26,26275.15,25243.6,41195.36,91750.64,80797.21,161525.79,266353.56
c_1,38.51,34.25,55.28,152.83,148.88,236.71,7391.64,13648.19,13441.55,8435.24,18890.79,30725.58,75268.17,66201.52,143671.34,222146.9
b_1,37.29,38.31,43.16,51.43,195.85,512.74,5592.56,12212.03,13436.16,13443.23,13243.17,28374.23,59335.16,50927.49,117446.51,196037.58
a_1,29.21,24.59,34.69,49.28,35.89,515.89,4124.43,8069.55,11352.06,10738.0,15097.21,20021.27,63678.07,32116.41,84085.19,110564.03
h_1,15.36,11.42,17.24,15.66,24.68,85.6,3281.23,4520.77,4977.98,4446.2,5597.08,8736.44,18504.62,17706.16,35061.55,90601.01
g_1,8.47,8.16,16.94,14.33,21.47,64.38,1386.04,5884.3,3232.11,3571.7,5473.78,10882.96,19010.99,16304.14,26065.61,45506.74
d_0,9.41,7.98,8.06,25.79,19.65,66.91,1358.2,3400.96,5110.39,2668.7,5256.06,7517.43,22784.45,16023.45,33261.2,60990.63
c_0,10.73,10.13,11.63,11.15,18.06,63.26,1495.28,3045.02,3999.06,5454.0,8335.12,7819.76,19392.95,18739.43,30147.78,60360.36
b_0,9.08,7.59,11.82,16.36,13.33,51.33,1571.97,2703.0,2971.14,3205.12,7039.4,6870.58,18066.39,25445.68,33563.58,55714.76
f_0,6.67,6.26,9.63,11.78,18.05,56.46,1406.32,2213.77,2901.96,3216.86,4406.28,9753.35,17818.62,11742.18,44463.3,44829.6
h_0,7.3,5.58,8.01,11.42,12.73,32.27,703.1,2399.8,1998.56,2275.27,3066.24,4215.06,8341.54,10047.71,23874.86,45423.65
a_0,5.19,6.09,7.56,10.98,14.26,30.0,1137.67,1775.8,2156.14,2221.45,2809.78,5434.22,11681.23,16424.99,20689.72,40023.39
e_0,5.87,3.47,5.69,8.14,8.3,33.56,846.17,1837.72,1845.79,1995.79,2664.85,3310.33,9620.8,8224.82,28499.29,26037.01
g_0,2.98,3.95,7.54,6.85,9.3,34.98,599.85,1211.63,1334.58,1622.81,2120.55,4655.09,6290.85,5314.7,14682.9,17664.57
