,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.66,0.87,1.25,1.57,1.39,1.17,0.6,0.58,0.6,0.48,0.48,0.58,0.39,0.44,0.4,0.76
f_1,1.46,0.66,1.22,1.28,1.3,0.97,0.47,0.47,0.61,0.43,0.51,0.56,0.32,0.41,0.45,0.39
d_1,1.34,1.35,0.65,1.43,1.25,1.32,0.6,0.75,0.43,0.55,0.46,0.5,0.37,0.46,0.26,0.41
c_1,1.16,1.46,1.59,0.64,1.5,1.17,0.68,0.31,0.61,0.63,0.48,0.44,0.39,0.43,0.38,0.36
b_1,1.51,1.6,1.63,0.85,0.62,1.59,0.77,0.54,0.64,0.76,0.84,0.54,0.42,0.48,0.42,0.55
a_1,1.62,2.19,1.76,1.68,0.9,0.57,0.65,0.65,1.01,0.6,0.61,0.58,0.6,1.03,0.49,0.48
h_1,2.01,2.32,1.98,1.9,1.77,1.86,0.56,0.78,1.0,0.69,0.75,0.7,0.82,0.65,0.74,0.74
d_0,1.49,2.14,3.35,2.38,2.24,1.92,1.01,0.61,0.98,0.82,0.74,0.76,0.67,0.8,0.69,0.81
g_1,2.38,2.2,2.0,2.17,2.28,1.88,0.81,0.9,0.53,0.77,0.88,0.83,0.52,0.73,0.82,0.74
c_0,2.25,2.34,1.36,3.12,2.05,2.46,1.03,1.19,0.93,0.59,1.01,0.92,0.71,0.78,0.77,0.87
b_0,2.24,2.05,2.19,2.71,2.92,2.44,0.98,0.97,0.96,0.51,0.58,0.85,0.61,0.82,0.68,0.69
f_0,2.21,3.46,2.3,2.39,2.16,2.05,0.99,0.87,0.75,0.79,0.76,0.58,0.63,0.71,0.49,0.91
h_0,2.47,2.54,2.47,2.61,2.74,1.94,1.39,0.9,1.21,0.85,0.91,0.95,0.97,0.7,0.79,0.81
a_0,2.98,2.82,2.35,2.55,3.28,3.32,1.37,0.91,1.14,0.85,0.62,1.0,0.96,0.56,0.81,1.11
g_0,2.54,2.77,2.94,2.87,3.14,2.41,0.87,1.04,1.59,0.82,0.88,0.97,0.66,0.92,0.91,1.14
e_0,3.62,3.37,2.93,2.78,2.31,2.67,1.05,0.92,1.06,0.89,0.93,0.59,0.83,0.91,0.6,0.55
