,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.45,1.54,1.44,2.1,1.85,1.66,3.23,3.49,5.16,3.39,3.63,4.02,4.77,3.72,3.65,4.7
f_1,2.28,2.49,1.63,1.67,1.58,1.55,2.91,3.03,3.54,3.25,3.5,2.88,4.06,3.51,2.79,4.52
d_1,1.78,1.79,2.59,1.48,1.65,1.72,2.99,2.9,3.22,5.13,4.35,3.47,4.57,3.83,3.7,4.23
c_1,1.44,1.67,1.64,2.68,2.54,1.73,3.57,2.91,2.92,2.51,2.82,3.6,4.41,3.6,3.78,4.55
b_1,1.58,1.85,1.68,1.47,2.73,2.74,3.29,3.19,3.36,3.67,3.05,4.12,4.36,3.26,4.27,4.23
a_1,1.68,1.8,1.74,1.85,1.3,3.29,3.6,3.75,3.84,3.54,4.21,4.0,4.85,4.02,3.96,5.17
h_1,1.63,2.09,1.9,1.6,1.72,1.44,4.38,4.12,3.32,3.56,3.56,3.63,4.11,3.48,3.62,5.74
g_1,1.54,1.65,2.33,1.6,1.73,1.46,3.03,4.64,3.2,3.72,3.62,4.87,4.24,3.86,4.33,4.18
d_0,1.44,1.69,1.43,2.71,1.97,1.82,3.51,3.47,4.42,2.8,3.59,3.91,4.84,3.99,3.77,4.61
c_0,1.74,1.95,1.72,1.73,1.51,1.74,3.29,3.46,4.14,4.59,5.85,3.82,5.18,4.84,3.8,4.99
b_0,1.78,1.83,1.78,1.98,1.64,1.45,3.54,3.71,3.99,3.47,4.73,4.0,5.56,5.7,3.9,4.87
f_0,1.56,1.64,1.96,1.9,1.68,1.79,3.81,3.09,4.02,3.75,3.82,4.72,5.03,4.27,6.33,4.91
h_0,1.77,2.1,1.88,1.68,1.76,1.59,3.05,3.92,3.34,3.63,3.25,3.77,4.22,3.78,3.32,5.63
a_0,1.75,1.9,1.9,1.65,1.78,1.52,3.57,3.4,3.59,3.56,3.62,3.48,5.34,5.43,3.93,4.75
e_0,1.5,2.08,2.03,1.58,1.62,1.83,3.73,3.2,3.57,4.04,4.23,3.64,5.11,3.93,5.58,5.15
g_0,1.52,1.64,2.32,1.7,1.74,1.61,2.95,3.2,3.27,3.91,3.77,4.9,4.52,3.85,4.33,4.33
