,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,114.72,69.42,130.22,111.25,140.64,386.95,13987.73,19305.35,21415.47,26492.67,34606.49,34156.33,95015.44,87755.77,89489.95,212382.49
d_1,84.71,115.38,90.34,96.78,130.6,457.41,15760.54,19853.19,35170.56,21221.39,42926.68,42989.58,101350.52,103994.35,116854.4,192025.77
e_1,68.55,67.79,131.75,118.38,135.72,400.28,15805.51,20520.57,22617.07,36203.88,34401.62,43454.42,108105.39,81695.96,101103.62,223119.25
c_1,69.67,68.14,71.82,147.48,193.74,436.38,13630.0,17226.56,16084.45,19694.97,25539.16,36048.36,97323.41,76854.35,94711.29,199790.49
b_1,61.22,67.08,68.05,70.37,190.41,640.92,12838.43,16536.13,19677.9,19909.07,25963.73,35106.37,86971.98,65778.43,93318.49,207713.78
a_1,48.47,41.07,51.91,60.9,69.61,501.32,10182.56,11835.1,14326.1,13595.38,21763.5,24693.34,62733.23,44002.03,66429.96,131581.95
h_1,19.84,16.79,20.27,24.03,27.05,88.95,4710.13,5444.15,5286.6,4969.41,8287.06,9057.62,21988.53,21054.92,24940.24,61093.38
g_1,15.27,19.27,14.91,20.79,27.76,85.36,2834.46,5878.9,5157.56,4319.1,7011.3,10735.94,18200.47,17819.13,25216.33,43350.67
c_0,17.12,15.06,17.3,20.87,22.95,72.93,3135.32,4378.57,5950.06,5220.34,10704.16,8652.83,22321.44,21066.44,21248.59,43226.21
d_0,14.17,13.08,14.56,30.63,28.92,78.93,3150.25,4115.77,3753.35,5939.25,7431.38,8572.87,20067.19,17808.85,21837.67,44023.26
b_0,13.92,13.47,15.36,21.7,19.42,62.58,2847.84,3734.69,3942.37,4474.04,8140.48,7479.88,19290.85,24539.65,19320.65,38578.72
f_0,12.08,13.78,12.25,18.95,23.83,73.17,2721.38,3099.2,4358.3,4216.12,6685.52,8893.95,19117.24,16073.14,31469.28,35261.68
h_0,12.41,10.83,11.57,12.44,16.63,54.43,1671.68,3276.82,3148.48,2964.81,4736.03,4953.82,12656.3,10884.54,13415.08,34390.24
a_0,10.11,9.64,11.81,14.72,18.16,48.73,1793.32,2752.98,3056.87,3269.35,4164.25,5215.83,14260.73,16279.28,16068.86,26899.11
e_0,10.33,9.03,10.01,12.83,17.18,55.61,1939.64,2617.21,3202.24,2874.72,5110.33,4424.54,13743.9,12040.72,18834.56,24768.39
g_0,7.43,10.42,8.62,10.04,11.68,43.42,1433.76,1834.18,2516.84,2112.56,3952.1,5651.63,10391.43,9476.08,12999.6,21969.31
