,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.4,2.34,1.66,1.53,1.57,1.34,3.08,3.89,3.02,3.61,3.65,3.26,3.93,3.7,3.39,4.85
e_1,1.63,2.48,2.02,1.53,1.66,1.63,3.28,5.45,3.4,3.51,3.62,4.29,4.47,3.55,3.95,4.76
c_1,1.65,1.52,2.57,1.71,2.53,1.74,3.12,3.04,3.12,2.7,2.96,3.42,4.67,3.53,3.03,4.47
d_1,1.74,1.72,1.48,2.65,1.62,1.64,3.27,3.11,3.27,5.28,4.27,3.49,4.73,3.97,3.53,4.15
b_1,1.69,1.54,1.47,1.79,2.79,2.88,3.43,3.28,3.22,3.56,3.13,3.84,4.79,3.04,3.81,4.61
a_1,1.85,1.57,1.77,1.82,1.38,3.3,3.74,3.66,3.66,3.65,4.02,3.86,4.69,3.23,4.44,4.77
h_1,2.0,1.69,1.77,1.8,1.68,1.49,4.23,3.7,3.66,3.62,3.99,3.52,4.27,3.83,4.48,5.7
d_0,1.64,1.37,2.66,1.53,1.86,1.69,3.03,4.4,3.73,2.99,4.01,3.73,5.08,4.22,4.61,4.47
g_1,1.67,1.57,1.79,2.21,1.82,1.59,3.26,3.11,4.82,3.65,3.62,4.7,4.46,4.13,4.23,4.21
c_0,1.77,1.75,1.78,1.63,1.57,1.51,3.48,4.16,3.63,4.58,6.18,4.21,5.59,5.49,4.35,4.84
b_0,1.81,1.77,2.01,1.62,1.57,1.29,3.53,3.89,3.41,3.1,4.78,4.17,5.3,6.66,4.39,4.68
f_0,1.66,1.49,1.85,1.84,1.88,1.78,3.58,3.94,3.35,3.6,3.78,5.05,5.52,4.62,7.34,4.09
h_0,2.18,1.81,1.52,1.79,1.61,1.58,3.08,3.46,4.05,3.22,3.67,3.62,3.94,3.27,4.18,5.19
a_0,1.81,1.84,1.93,1.77,1.8,1.48,3.38,3.79,3.35,3.57,2.94,3.53,5.25,5.38,4.02,4.93
e_0,1.69,1.45,1.94,2.06,1.89,1.65,3.37,3.03,3.92,3.87,4.07,2.81,5.07,4.12,5.47,4.54
g_0,1.59,1.59,1.73,2.34,1.82,1.6,3.01,3.54,2.91,3.7,3.86,5.12,4.6,3.45,4.83,4.2
