,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.1,2.62,2.53,3.03,2.8,2.53,0.58,0.95,0.53,0.54,0.53,0.82,0.28,0.45,0.49,0.45
e_1,1.74,1.1,2.95,3.23,3.51,3.22,0.88,0.97,0.57,0.64,0.62,0.75,0.4,0.61,0.98,0.47
d_1,3.39,4.0,1.1,3.23,3.52,2.77,1.04,0.55,0.58,1.13,0.58,0.61,0.44,0.61,0.55,0.28
c_1,3.62,2.73,4.59,1.11,3.07,3.34,0.93,1.15,0.98,0.4,0.74,0.79,0.58,0.7,0.71,0.47
b_1,4.4,3.84,4.33,2.18,1.11,3.87,1.43,1.17,1.11,0.82,1.64,0.89,0.56,0.79,0.99,0.57
a_1,7.23,6.55,5.59,4.82,2.98,1.13,1.79,1.62,1.41,1.58,1.45,1.1,0.91,2.16,1.47,1.06
h_1,12.19,12.43,11.81,12.99,11.45,9.06,1.61,4.13,2.4,2.49,2.28,2.23,2.95,2.14,2.28,1.9
g_1,16.56,18.41,12.58,14.12,14.4,11.01,2.94,1.64,3.14,3.72,2.98,2.94,1.75,3.27,2.53,2.78
c_0,17.92,18.32,8.32,20.61,15.87,13.82,4.08,3.38,1.99,4.45,3.22,3.43,2.57,2.84,3.85,2.08
d_0,14.64,9.12,20.44,17.77,15.87,14.91,4.8,7.63,3.47,2.09,3.39,2.96,2.72,3.06,2.95,2.34
b_0,19.52,17.56,13.91,21.18,21.48,15.14,4.33,3.86,1.93,3.35,1.96,3.06,2.49,3.16,3.36,2.24
f_0,28.43,19.75,17.3,20.61,19.95,17.21,5.7,3.17,3.56,4.85,4.16,1.98,3.22,4.29,3.65,1.84
h_0,24.68,21.79,21.23,22.9,20.84,21.51,7.62,6.31,4.31,4.3,4.91,4.25,4.51,3.86,4.71,3.11
a_0,27.83,21.67,21.8,28.37,33.25,29.12,6.49,6.69,4.12,5.17,3.0,5.39,3.74,2.33,4.29,3.27
e_0,43.6,33.56,28.68,24.35,27.38,23.09,6.77,6.63,5.55,5.78,5.14,2.34,4.15,8.04,2.12,3.05
g_0,29.95,27.48,27.95,31.88,31.74,28.25,6.83,9.11,6.02,6.62,5.94,5.85,3.61,5.76,6.28,5.42
