,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.85,1.46,1.15,2.02,3.02,22.89,37.27,31.79,37.73,37.25,58.86,88.88,94.07,115.11,134.71
f_1,1.18,1.0,1.13,1.13,1.58,2.62,17.3,27.94,29.34,33.68,36.0,45.14,69.23,83.05,88.81,120.91
c_1,0.69,0.88,1.0,1.16,2.1,2.66,19.8,18.07,25.27,28.92,23.66,40.53,70.54,74.21,90.43,105.87
d_1,0.85,0.89,0.85,1.0,1.47,2.6,16.67,22.34,30.86,22.56,34.2,40.98,63.23,79.83,84.68,84.68
b_1,0.5,0.62,0.48,0.68,1.0,2.43,12.38,13.24,19.52,18.23,18.54,24.01,43.41,42.38,59.21,62.07
a_1,0.32,0.38,0.38,0.39,0.42,1.0,7.36,9.02,10.7,11.17,13.27,14.72,28.26,27.41,30.7,38.71
h_1,0.04,0.06,0.05,0.06,0.08,0.14,1.0,1.23,1.43,1.92,1.66,2.19,3.53,3.84,5.11,6.2
d_0,0.03,0.04,0.05,0.04,0.08,0.11,0.83,1.0,1.01,1.2,1.34,1.76,3.14,3.18,4.18,4.69
c_0,0.03,0.03,0.04,0.03,0.05,0.09,0.66,0.97,1.0,0.99,1.48,1.47,2.55,2.9,3.38,3.75
g_1,0.03,0.03,0.03,0.04,0.05,0.09,0.53,0.79,1.0,1.0,1.09,1.76,2.27,2.58,3.42,3.72
b_0,0.03,0.03,0.04,0.03,0.05,0.08,0.6,0.78,0.68,0.91,1.0,1.43,2.3,3.09,2.65,3.76
f_0,0.02,0.02,0.02,0.02,0.04,0.07,0.47,0.55,0.63,0.57,0.68,1.0,1.75,1.62,2.78,2.08
h_0,0.01,0.01,0.01,0.02,0.02,0.03,0.29,0.31,0.39,0.44,0.43,0.56,1.0,1.05,1.25,1.55
a_0,0.01,0.01,0.01,0.01,0.02,0.04,0.25,0.31,0.34,0.4,0.31,0.6,0.91,1.0,1.08,1.35
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.2,0.24,0.29,0.31,0.36,0.35,0.78,0.95,1.0,1.01
g_0,0.01,0.01,0.01,0.01,0.02,0.02,0.17,0.21,0.26,0.26,0.27,0.49,0.62,0.71,0.95,1.0
