,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.51,1.14,0.71,0.76,0.65,0.56,0.61,0.88,0.8,0.63,0.75,0.47,0.85,0.7,0.45,0.77
e_1,0.73,1.52,0.69,0.84,0.72,0.6,0.9,1.34,0.75,0.75,0.78,0.83,0.89,0.84,0.56,0.84
d_1,0.91,0.71,1.56,0.71,0.7,0.61,0.77,0.57,1.46,0.66,1.0,0.85,0.97,0.72,0.75,0.76
c_1,0.81,0.73,0.67,1.56,1.15,0.58,0.84,0.69,0.62,0.71,0.6,0.74,0.86,0.66,0.75,0.78
b_1,0.75,0.69,0.78,0.63,1.58,1.15,0.94,0.92,0.85,0.87,0.65,0.8,0.99,0.62,0.61,0.8
a_1,0.87,0.73,0.91,0.75,0.68,1.72,1.18,1.11,0.96,0.93,1.03,1.02,1.08,0.59,0.91,1.14
h_1,1.41,0.94,1.14,0.95,0.8,0.64,1.78,1.08,1.18,1.31,1.18,0.99,0.94,0.9,0.98,1.41
d_0,1.07,0.93,0.84,1.74,1.0,0.68,1.22,1.63,0.78,0.96,1.11,1.04,1.3,0.92,0.95,1.13
c_0,1.21,1.14,0.91,0.76,0.93,0.86,1.2,1.48,1.65,1.07,2.04,0.99,1.3,1.09,1.09,1.25
g_1,0.87,0.97,1.65,1.03,0.89,0.73,1.01,1.19,1.12,1.88,1.2,1.57,1.32,1.02,1.16,0.94
b_0,1.32,1.23,1.03,1.23,0.64,0.69,1.12,1.17,1.01,1.14,1.74,1.15,1.26,1.72,1.2,1.27
f_0,1.06,0.91,1.2,1.17,1.03,0.78,1.25,1.29,1.3,1.03,1.23,1.78,1.44,1.01,2.01,1.09
h_0,1.37,1.16,1.12,1.1,0.96,0.84,0.99,1.29,1.32,1.28,1.22,1.16,0.97,0.94,0.89,1.56
a_0,1.14,1.07,1.26,1.22,1.01,0.54,1.26,1.3,1.41,1.2,1.26,1.37,1.44,1.77,1.05,1.44
e_0,1.29,0.83,1.22,1.14,1.34,0.88,1.28,1.12,1.39,1.02,1.3,0.96,1.66,0.96,1.87,1.24
g_0,1.04,1.05,1.63,1.02,1.11,0.76,1.13,1.26,1.21,1.15,1.14,1.75,1.16,1.13,1.21,1.06
