,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8972.4,7838.95,7240.41,10734.77,13173.43,60066.01,5495911.53,13302665.89,26672309.37,28149807.65,49364717.1,44545663.6,170695664.15,219498363.2,197383393.98,448702389.48
e_1,4322.43,10770.62,6701.08,14376.99,16973.72,67129.55,4969768.57,13554430.9,41808988.0,29827413.77,49192931.63,60210497.83,174104755.09,203414085.55,205509654.31,492050576.94
d_1,4705.97,4884.19,18681.43,8753.75,15033.04,69711.54,6071757.63,16082517.91,18179225.67,53723279.88,60104418.59,67928479.31,186399775.21,214527236.55,272827579.19,569007096.39
c_1,4170.35,4201.95,8003.99,28594.3,29956.88,74300.83,5362650.75,12486773.84,20934340.06,18512638.2,36176889.98,56960055.25,160194050.16,178517850.38,252324425.7,429684920.98
b_1,4126.1,5367.27,7370.98,11438.16,43984.6,144279.11,5592791.31,13587442.71,21589578.32,28835261.55,33912929.38,57378161.15,157731393.15,124005807.05,255945651.93,425773563.13
a_1,4666.9,4753.07,8409.48,12040.49,16488.85,280235.84,5500543.7,13145180.78,24538218.14,34582916.53,46077434.44,57187201.34,197162725.41,133102518.98,266579926.8,535178377.16
h_1,6179.55,5173.65,8888.85,10437.9,15032.91,74654.64,9485011.8,19102140.05,20902344.34,29655822.35,53283318.12,67300070.14,150616723.31,224270066.75,252401353.88,642502688.12
g_1,4255.76,4827.82,12656.33,12428.52,15606.13,83433.45,5707887.22,30338798.56,22559584.4,31843066.42,48252089.06,94870130.56,187590980.32,175438274.31,333260102.11,467892275.21
d_0,4453.85,5096.03,6376.12,21712.67,19196.07,68898.22,5405011.04,14177255.86,37934819.83,22962334.49,54090463.41,58408138.93,170182940.15,214631078.53,249284043.91,477257068.67
c_0,4912.9,5331.09,9681.38,10291.58,12905.86,88947.33,6342727.1,15391678.16,26495005.58,47947705.98,94480381.82,70716720.69,180066122.19,270251937.3,296649293.26,593995870.89
b_0,5121.79,5008.57,9830.61,13166.62,12097.01,66623.14,6059669.06,16469489.13,27262400.08,34903258.71,82970113.62,66654124.28,211675898.23,396267113.44,307292600.16,572418275.81
f_0,3879.93,4000.43,10259.43,14907.51,18830.94,91440.37,6800714.02,17694305.87,25667684.35,36082414.42,60698934.76,117200411.29,191524339.58,222141152.86,575246728.5,585835068.94
h_0,5837.45,5050.12,9362.22,11928.85,14696.25,71242.98,4355295.98,19126123.4,24877548.38,33309968.84,58521785.02,64440088.68,165521453.22,194085263.31,308097355.16,616060539.14
a_0,4763.53,5441.88,9393.98,13416.16,15665.17,52081.7,6131974.35,18302011.27,27275446.73,30153243.07,50930900.39,71408800.56,192164116.75,430084689.75,266547330.16,571619530.78
e_0,5257.36,4085.58,9290.33,13693.39,16684.04,88750.61,6337582.96,19239238.11,24176646.96,33574176.41,59667827.2,74350590.12,196987748.54,191049182.16,577230275.16,544228548.09
g_0,4311.03,4715.67,12574.21,13397.95,15591.59,62610.5,5503690.46,14202927.86,20827821.32,33599786.0,56725063.55,97979082.2,187697143.86,218549603.43,309698900.86,497621999.82
