,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.6,0.96,1.07,0.94,0.96,0.28,0.29,0.23,0.18,0.19,0.22,0.14,0.18,0.25,0.13
f_1,0.92,0.42,0.79,0.96,0.93,0.8,0.19,0.29,0.2,0.17,0.16,0.24,0.1,0.17,0.18,0.13
d_1,1.04,1.04,0.4,1.08,0.89,0.8,0.25,0.16,0.28,0.2,0.21,0.18,0.14,0.17,0.16,0.09
c_1,0.81,1.01,1.24,0.39,0.98,0.89,0.26,0.31,0.12,0.23,0.21,0.19,0.15,0.17,0.17,0.16
b_1,1.08,1.1,1.2,0.57,0.38,0.94,0.31,0.37,0.21,0.32,0.31,0.21,0.17,0.23,0.2,0.15
a_1,1.23,1.74,1.3,1.14,0.71,0.32,0.4,0.32,0.29,0.28,0.37,0.26,0.17,0.36,0.27,0.18
h_1,1.73,2.07,1.56,2.0,1.67,1.42,0.29,0.46,0.38,0.35,0.35,0.34,0.33,0.3,0.31,0.25
g_1,2.16,1.96,1.65,1.99,1.89,1.55,0.43,0.27,0.48,0.37,0.39,0.33,0.22,0.39,0.27,0.32
d_0,1.2,1.85,2.53,2.06,2.04,2.04,0.67,0.68,0.3,0.4,0.4,0.4,0.32,0.39,0.41,0.34
c_0,2.32,2.17,1.25,3.01,1.99,1.75,0.64,0.48,0.69,0.29,0.45,0.47,0.3,0.39,0.44,0.27
b_0,2.08,2.27,1.69,3.28,2.59,1.89,0.62,0.52,0.53,0.26,0.28,0.36,0.33,0.41,0.42,0.28
f_0,2.1,2.98,2.14,2.38,2.35,1.73,0.64,0.43,0.47,0.43,0.43,0.28,0.35,0.5,0.43,0.23
h_0,2.25,2.45,2.36,2.48,2.26,2.11,0.77,0.73,0.5,0.53,0.49,0.44,0.42,0.48,0.45,0.33
a_0,2.63,2.9,2.27,2.65,2.63,3.15,0.73,0.78,0.6,0.47,0.31,0.52,0.37,0.27,0.49,0.36
e_0,3.05,3.48,2.54,2.64,2.5,2.33,0.74,0.72,0.52,0.56,0.56,0.27,0.38,0.53,0.26,0.31
g_0,2.7,2.86,2.66,2.99,2.41,2.66,0.56,0.89,0.63,0.59,0.65,0.48,0.35,0.58,0.47,0.48
