,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.55,1.47,0.91,1.04,0.93,0.78,1.11,1.04,1.04,1.29,1.04,0.89,1.2,0.91,0.82,1.18
e_1,0.98,1.55,0.94,1.19,0.95,0.83,1.19,1.13,1.08,1.73,1.15,1.19,1.29,1.12,0.91,1.25
d_1,1.13,1.05,1.57,0.8,0.91,0.93,1.15,1.78,1.04,1.08,1.41,1.2,1.35,1.16,1.09,1.16
c_1,1.0,0.86,1.1,1.6,1.58,0.81,1.13,0.85,1.14,0.92,0.87,1.08,1.29,1.0,1.04,1.24
b_1,1.05,0.96,1.11,0.82,1.61,1.52,1.31,1.24,1.04,1.16,0.93,1.09,1.33,0.85,0.95,1.28
a_1,1.26,1.12,1.08,1.13,0.83,1.74,1.5,1.33,1.2,1.5,1.36,1.27,1.51,1.01,1.03,1.35
h_1,1.59,1.26,1.32,1.25,1.09,0.94,1.86,1.43,1.5,1.33,1.45,1.27,1.46,1.38,1.16,1.74
c_0,1.56,1.37,1.23,1.26,1.13,0.94,1.47,1.85,1.55,1.72,2.26,1.46,1.79,1.76,1.42,1.5
g_1,1.17,1.17,1.72,1.26,1.24,1.05,1.34,1.62,1.94,1.35,1.42,1.89,1.57,1.28,1.27,1.36
d_0,1.29,1.14,1.2,1.95,1.36,0.89,1.63,1.29,1.44,1.76,1.46,1.26,1.76,1.44,1.25,1.53
b_0,1.5,1.42,1.29,1.45,1.19,0.85,1.63,1.45,1.52,1.56,1.9,1.46,1.82,2.24,1.39,1.5
f_0,1.29,1.19,1.37,1.36,1.41,1.07,1.67,1.75,1.35,1.55,1.62,1.89,1.87,1.81,2.16,1.41
h_0,1.64,1.41,1.43,1.36,1.27,0.97,1.41,1.62,1.7,1.53,1.41,1.39,1.48,1.27,1.42,1.83
a_0,1.57,1.32,1.33,1.53,1.49,0.97,1.59,1.55,1.53,1.59,1.52,1.43,1.82,1.94,1.61,1.51
e_0,1.58,1.2,1.5,1.41,1.36,1.11,1.69,1.7,1.73,1.56,1.72,1.43,1.95,1.47,1.99,1.65
g_0,1.34,1.25,1.79,1.37,1.26,1.08,1.57,1.69,1.46,1.5,1.75,2.16,1.73,1.59,1.68,1.49
