,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,1.14,0.97,0.94,0.75,0.73,0.84,0.61,0.53,0.63,0.73,0.64,0.57,0.64,0.62
f_1,1.28,1.0,0.85,1.04,1.02,0.77,0.54,0.65,0.67,0.59,0.69,0.58,0.46,0.63,0.45,0.6
c_1,0.87,1.18,1.0,1.22,1.31,0.68,0.66,0.48,0.69,0.53,0.49,0.66,0.59,0.54,0.54,0.52
d_1,1.03,0.96,0.82,1.0,1.01,0.91,0.7,0.75,0.63,0.96,0.64,0.68,0.64,0.59,0.61,0.49
b_1,1.07,0.98,0.76,0.99,1.0,1.45,0.82,0.72,0.75,0.78,0.73,0.61,0.75,0.58,0.68,0.68
a_1,1.33,1.3,1.46,1.1,0.69,1.0,0.85,0.77,0.72,0.62,1.05,0.69,0.76,0.63,0.68,0.76
h_1,1.3,1.9,1.52,1.44,1.21,1.13,1.0,0.7,1.22,0.86,0.84,0.69,0.83,0.91,0.76,1.1
d_0,1.09,1.53,2.14,1.35,1.4,1.47,1.43,1.0,0.97,0.85,0.97,0.92,0.95,0.72,0.88,0.7
g_1,1.58,1.47,1.51,1.62,1.31,1.37,0.81,1.0,1.0,0.99,1.0,1.06,0.71,0.91,0.98,0.83
c_0,1.8,1.69,1.97,1.09,1.27,1.52,1.16,1.25,0.98,1.0,1.35,0.84,0.89,0.87,0.74,0.99
b_0,1.61,1.48,2.1,1.51,1.45,0.93,1.23,0.98,0.98,0.73,1.0,0.98,0.92,1.27,0.94,0.83
f_0,1.43,1.83,1.56,1.56,1.59,1.43,1.48,1.09,0.93,1.23,0.98,1.0,0.95,1.17,1.4,0.77
h_0,1.47,2.23,1.77,1.55,1.33,1.32,1.18,1.03,1.41,1.08,1.1,1.09,1.0,0.93,0.88,0.94
a_0,1.8,1.66,1.82,1.76,1.68,,1.07,1.41,1.07,1.03,0.82,0.89,1.06,1.0,1.15,0.87
e_0,1.54,2.27,1.77,1.48,1.41,1.47,1.36,1.22,0.99,1.28,1.07,0.7,1.12,0.81,1.0,0.97
g_0,1.62,1.65,1.92,2.2,1.41,1.33,0.94,1.36,1.19,1.03,1.18,1.26,1.05,1.13,1.05,1.0
