,e_1,f_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,8842.69,4664.39,5044.1,13325.03,17824.92,37449.12,5743265.77,12553682.94,12889436.62,34691169.77,25179420.71,36349840.23,149839847.18,101392101.83,103244357.41,296232647.52
f_1,5771.8,11602.76,4650.55,10419.31,17275.56,40356.99,4689154.37,11772266.14,11024216.37,20183634.76,24828263.32,20790847.35,139144120.05,94602232.59,98870287.6,236833656.22
d_1,3365.43,4434.77,15069.12,7538.58,18549.04,44151.2,5942777.13,24789562.11,15165922.14,14410037.02,29155429.69,38879770.94,150251460.25,112770887.5,190867902.72,299603742.23
c_1,3411.06,3915.49,5103.1,34290.2,35071.4,40937.39,5065865.18,7928699.91,14857729.75,19070021.52,22499318.92,37309785.15,128381384.08,80768383.13,138331602.53,271182139.41
b_1,2953.93,4535.86,5294.88,11028.29,70576.26,82542.5,5472607.53,11372702.68,13617556.05,18371400.49,15087700.48,33950858.6,141140155.96,73317671.76,150883602.06,267350226.18
a_1,3412.74,4371.55,5512.57,10947.41,17815.24,190054.31,5897197.16,13960066.25,17161059.7,16889041.9,27337179.59,44923697.55,165708033.22,78229243.94,194141279.14,296065937.41
h_1,3195.8,6524.32,6229.92,10406.86,19902.06,39026.3,12082263.52,15187787.95,20306801.09,21582130.58,29951593.55,42868013.77,107484329.82,116556089.51,192813692.87,399576553.91
c_0,3719.19,5109.45,6333.68,8721.94,17741.27,43542.2,7242693.87,25854213.53,18529711.53,25159089.27,54978405.9,47740342.08,172318744.05,155262957.92,196666988.91,359153488.3
g_1,3191.13,4374.0,8765.27,9134.91,22917.52,45530.69,5465785.88,16222975.49,37860395.44,19277743.73,29671889.95,56590601.58,129487462.56,126546611.47,182182883.86,206331865.12
d_0,3542.95,4780.19,4069.24,21093.83,21756.29,38996.0,5541024.16,11770641.26,15698125.18,33485921.83,28593612.32,39212262.09,166070255.88,117220374.1,162355797.12,332549526.2
b_0,3829.47,5480.43,6609.0,11963.89,16420.84,27981.73,6210256.04,15401379.08,15318518.4,21588657.46,49036594.65,43417810.33,147472849.86,248258172.15,192665784.76,324592483.08
f_0,2652.89,3613.44,6533.28,13200.78,23237.0,47569.9,6710659.54,16987368.26,17986356.62,25126709.49,31950046.35,76015562.42,163664153.45,146629199.15,370502754.79,318768194.49
h_0,3886.94,6197.68,6232.26,11647.47,21216.78,39115.2,3997631.98,13597905.96,20276829.36,22760256.48,31958843.83,34100595.83,116804180.35,113419645.64,176643600.37,376485454.49
a_0,3687.61,5186.5,6653.86,14254.1,19394.12,21912.68,6650662.14,16708302.38,17260172.13,24516977.94,26222482.65,44206340.84,181291031.43,253409420.07,177900768.26,310559592.34
e_0,2643.41,6141.79,5269.08,11906.23,19749.36,52700.48,6682713.8,17932918.16,17725001.12,24635133.08,33639543.9,46408313.0,188596573.16,131451132.9,398885909.39,366144682.94
g_0,3170.95,4119.41,8933.17,13339.96,19848.13,40718.5,5812877.09,15920669.52,13095550.42,21428570.03,33004771.82,61878798.74,149549747.7,121877286.84,186540504.38,249186840.09
