,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,100.96,42.09,79.79,97.09,108.94,287.71,6899.78,14126.39,25583.36,23004.31,29267.25,31543.85,77916.29,115968.98,82193.1,185921.35
f_1,78.33,102.82,66.72,76.08,86.94,256.95,5757.12,11504.65,14133.23,18650.35,18887.49,27536.71,69276.4,94080.38,61085.18,158840.02
d_1,35.09,47.27,151.67,61.69,88.52,301.18,5409.71,9695.55,7829.2,35263.77,19927.02,26343.11,62299.24,77443.86,102900.24,125102.49
c_1,34.31,41.83,66.61,157.14,145.13,221.66,5802.05,10024.46,10301.64,9809.4,20448.74,19807.83,63256.24,73813.0,82835.09,140052.56
b_1,35.0,39.07,55.65,53.71,194.94,406.17,5138.88,11431.94,11323.52,19083.24,22501.68,14193.83,57077.13,63369.77,90455.45,121475.49
a_1,26.27,30.02,40.69,47.38,44.1,487.58,2991.96,6443.48,8135.74,12594.53,14436.4,18464.85,55647.46,51725.37,51938.96,104586.15
h_1,11.16,16.21,23.52,18.14,26.17,83.03,2804.24,4612.24,3546.15,6123.4,7070.93,7189.46,15565.37,28064.4,29978.57,48341.46
g_1,8.78,9.53,24.38,16.72,18.29,65.38,1143.2,4997.2,2568.82,4634.42,7909.8,6935.45,15124.98,21076.06,24611.54,27116.89
d_0,7.31,10.72,10.71,30.18,23.84,66.71,1362.69,3089.88,4662.32,3857.13,5947.4,6736.14,14828.61,18447.86,23820.29,38472.35
c_0,8.1,10.43,12.62,10.99,16.76,62.1,1247.01,2708.64,2988.99,6390.39,5243.4,9992.23,14779.73,19918.57,25840.18,36880.36
f_0,6.89,6.75,16.21,15.15,18.24,47.16,1159.58,2120.76,2620.74,4301.69,7350.55,5381.8,15678.26,19203.76,37661.23,28362.17
b_0,7.84,9.22,13.46,15.73,11.9,42.32,1118.79,2086.24,2586.69,2861.79,5467.36,7592.19,13390.97,28624.4,21291.75,38440.4
h_0,6.01,8.49,10.57,11.75,13.6,30.62,736.01,2040.93,1880.36,2703.82,3147.04,4096.52,7657.86,12257.55,14785.64,28410.82
a_0,5.07,6.12,10.12,9.41,12.26,19.51,822.83,1431.52,1638.48,2658.67,3655.45,2714.64,11412.37,19601.01,14513.35,21809.64
e_0,3.74,6.81,8.47,10.93,11.98,40.47,740.01,1488.74,1640.83,2435.63,2306.43,3146.58,8404.65,9281.1,21066.43,21093.15
g_0,4.19,4.35,11.27,8.57,11.66,27.77,659.59,1156.97,1330.59,2032.57,3720.31,2646.72,7429.81,9254.06,11617.13,15382.2
