,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,96.73,66.91,111.14,114.56,152.11,403.99,9475.46,16567.32,21118.43,29920.44,38074.03,39836.28,77196.05,95889.37,101147.9,166835.94
d_1,61.33,113.86,71.81,97.45,146.84,377.07,10944.65,15341.57,33494.81,20516.61,46506.94,50371.42,77443.99,98080.91,127821.69,159375.35
e_1,51.51,58.69,119.39,124.87,156.11,399.5,11388.74,16777.15,20799.95,42099.93,37088.45,53430.09,82447.08,99717.02,108486.05,203213.41
c_1,45.32,58.31,54.25,164.7,210.29,360.78,8017.04,13475.5,13381.62,20110.25,26788.37,45547.32,67486.76,81536.46,101231.24,167771.78
b_1,43.78,57.56,49.56,73.01,221.24,540.71,8715.69,11698.76,16225.08,20730.02,20930.33,40250.79,60624.32,66400.39,93757.66,137181.18
a_1,34.16,42.66,39.23,63.14,70.38,503.3,5908.96,10473.13,11069.3,13669.84,24323.51,29011.39,52087.22,40071.69,74105.92,96169.56
h_1,17.31,17.38,14.86,27.56,33.65,83.06,3670.9,5042.08,4626.89,5686.7,7423.41,12184.89,17254.31,20795.39,28831.16,51149.04
g_1,10.74,19.69,13.93,23.72,32.32,74.85,2121.46,5258.33,4384.4,4616.92,7043.14,13997.25,15101.7,23694.34,27515.57,34502.63
c_0,12.46,12.44,14.67,20.13,26.12,87.72,2413.14,3397.43,5535.53,5522.79,11922.0,9788.57,17212.2,23828.18,26563.46,39044.87
d_0,10.75,9.7,10.98,32.84,30.68,71.65,1981.19,3201.04,2520.07,6471.24,5988.25,9915.47,13830.57,18627.82,23891.73,33255.01
b_0,10.0,10.79,12.7,19.85,24.34,61.45,1984.82,3153.88,3237.28,4938.85,8216.46,8340.54,13648.64,28875.39,22174.51,31265.96
f_0,8.05,11.0,9.42,18.48,21.93,60.1,1777.01,2355.32,3346.33,3650.88,5897.62,10954.48,14244.36,16160.86,31782.03,27035.29
h_0,9.54,9.57,10.14,15.12,21.51,53.05,1248.15,2823.1,2666.86,3525.95,5256.38,6439.96,9456.26,13315.0,16724.53,31939.8
a_0,7.48,8.27,8.84,13.45,18.75,41.98,1501.72,2021.04,2670.92,3151.83,3866.95,6579.96,10963.03,17291.87,15856.49,23775.52
e_0,7.08,8.05,5.92,13.64,17.68,44.63,1324.17,1794.84,2458.82,2835.9,4153.3,5014.28,9040.52,10182.43,21604.9,20963.37
g_0,6.34,10.07,5.97,9.72,16.28,42.07,1100.87,1566.87,2327.47,2097.14,3982.12,7154.92,7631.45,11184.12,14632.06,17097.41
