,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,b_0,d_0,f_0,h_0,a_0,e_0,g_0
d_1,13656.54,1498.95,1165.04,1674.22,3602.77,9251.19,1377229.94,2784932.33,7629230.41,7115052.34,1902166.49,14788561.2,36791439.52,22975969.77,40502834.08,123461112.55
f_1,1229.58,14309.43,2677.44,1819.54,3171.12,11295.32,1509533.96,2071045.76,3415231.17,6570669.02,6553719.93,2083862.2,26688175.7,28961942.47,31226340.65,95636678.94
e_1,1122.19,1425.73,14651.04,2685.42,3754.81,9279.88,1499529.26,2494473.37,3323080.69,5224044.49,15609247.75,12328826.73,35487211.57,23971897.49,6848789.74,73445191.23
c_1,1427.68,1173.26,1534.72,24329.62,5573.9,6633.68,1465139.5,2931679.38,762689.9,4705537.67,8922974.7,15708971.49,32156770.23,30564895.69,34730618.8,111381366.81
b_1,1194.51,1725.75,1326.26,1754.31,42551.5,20241.79,1478306.03,2139160.19,3783626.46,941733.89,5029784.24,11171503.36,32741472.2,31963405.34,31487922.98,105987211.45
a_1,1357.14,1555.65,1631.45,2008.6,1949.4,158359.17,1676101.25,2363830.02,3899033.38,7925974.56,7779762.65,10596500.76,50864818.05,6931159.61,45599517.92,95717348.48
h_1,2824.4,3298.15,1777.75,4151.94,5723.7,12194.38,10309576.21,5922755.08,6157384.65,10823673.7,7808392.09,20298892.32,19969967.66,48201470.13,68042604.52,247890156.81
g_1,4217.04,1852.96,1896.55,3961.39,5342.53,13615.53,2322662.32,21360756.03,5202683.48,9710000.3,8231627.8,33182090.24,69369361.36,45593088.13,58827009.66,81325367.23
c_0,2740.03,2738.53,2422.88,1500.98,5278.56,18644.69,2690551.01,5369054.89,18734521.21,24235330.74,12611860.4,32374958.31,77662606.16,62164667.23,75521161.05,211264944.45
b_0,2671.49,2935.68,2499.51,4598.55,2021.49,13044.6,2794522.99,4846986.84,6941411.54,30374854.31,14273197.37,27657906.26,68975285.11,107546314.14,70047766.62,178746697.47
d_0,717.75,2342.27,2562.7,8935.3,4834.33,12316.55,2413311.93,5022950.06,5509845.94,10088965.32,33119798.35,23061370.19,67756456.16,58066717.8,65081366.42,131089987.22
f_0,2692.59,1491.67,2131.09,4601.58,8091.28,14216.82,2339947.25,5102169.15,5741609.3,11645548.54,11691610.37,71872407.45,72194131.75,46485484.87,157468299.54,200657245.03
h_0,3134.7,2853.32,2134.16,3797.89,5692.8,12245.16,1267908.64,6005916.61,6342705.69,12794436.74,12888733.4,27305785.09,28327293.85,48356732.87,85027828.67,220711168.77
a_0,2734.89,2795.78,2038.36,4302.11,5386.98,4700.68,3295700.35,5144632.79,7293647.78,11864244.29,15552220.37,31399656.36,81557337.8,210501745.26,64094216.76,283774099.7
e_0,2975.46,2638.02,456.93,5042.48,5708.59,16302.51,2667850.31,6360404.22,6460134.46,13383690.11,10421626.16,24334908.55,74079799.37,77650606.01,279229697.25,214797026.42
g_0,3735.5,1913.8,1811.9,3501.56,6872.97,16015.66,2801989.62,2142339.75,6391798.31,11235734.51,13143061.51,38641079.27,56897867.76,41609628.92,68949839.25,96224028.61
