,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.96,0.56,0.79,0.53,0.54,0.37,0.39,0.6,0.35,0.37,0.36,0.39,0.38,0.29,0.25,0.3
f_1,0.95,0.96,0.62,0.59,0.48,0.38,0.35,0.43,0.33,0.35,0.35,0.26,0.31,0.25,0.19,0.28
c_1,0.6,0.64,0.96,0.59,0.82,0.45,0.41,0.32,0.32,0.3,0.27,0.31,0.35,0.25,0.26,0.3
d_1,0.7,0.67,0.54,0.96,0.52,0.41,0.4,0.33,0.37,0.59,0.45,0.37,0.38,0.33,0.28,0.28
b_1,0.63,0.7,0.57,0.63,0.96,0.74,0.42,0.39,0.4,0.44,0.35,0.37,0.39,0.22,0.29,0.31
a_1,0.83,0.86,0.67,0.73,0.55,0.94,0.52,0.5,0.45,0.48,0.47,0.4,0.46,0.28,0.32,0.36
h_1,1.03,1.22,0.94,0.88,0.8,0.6,0.8,0.58,0.66,0.49,0.48,0.52,0.48,0.42,0.38,0.47
d_0,0.85,0.94,1.53,0.79,0.94,0.55,0.64,0.73,0.57,0.46,0.56,0.54,0.54,0.41,0.46,0.47
g_1,0.98,0.92,1.02,1.19,0.82,0.58,0.54,0.52,0.81,0.63,0.54,0.68,0.57,0.38,0.51,0.4
c_0,1.05,1.13,0.93,0.92,0.66,0.63,0.71,0.7,0.59,0.77,0.89,0.63,0.62,0.54,0.47,0.49
b_0,1.11,1.13,1.21,0.93,0.73,0.57,0.67,0.69,0.65,0.57,0.75,0.6,0.62,0.75,0.47,0.45
f_0,0.9,1.11,1.15,1.1,0.92,0.63,0.72,0.63,0.59,0.6,0.6,0.74,0.66,0.53,0.69,0.47
h_0,1.16,1.35,1.04,1.17,0.84,0.62,0.53,0.66,0.72,0.67,0.61,0.55,0.58,0.44,0.45,0.63
a_0,1.21,1.36,1.19,1.06,0.94,0.56,0.7,0.74,0.66,0.69,0.61,0.59,0.72,0.7,0.51,0.55
e_0,1.13,1.33,1.21,1.17,0.97,0.78,0.8,0.66,0.66,0.69,0.67,0.56,0.67,0.49,0.68,0.54
g_0,1.15,1.16,1.12,1.54,0.95,0.75,0.74,0.65,0.66,0.76,0.72,0.88,0.66,0.5,0.6,0.5
