,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.65,0.67,0.94,1.12,1.08,0.8,0.43,0.43,0.47,0.34,0.34,0.39,0.27,0.35,0.34,0.29
f_1,1.05,0.65,0.81,0.98,0.92,0.8,0.34,0.39,0.42,0.33,0.34,0.39,0.23,0.32,0.26,0.27
d_1,1.12,1.11,0.63,0.96,0.87,0.82,0.41,0.43,0.31,0.38,0.38,0.36,0.29,0.31,0.32,0.21
c_1,0.85,1.03,1.19,0.63,1.04,0.91,0.45,0.26,0.49,0.38,0.36,0.37,0.29,0.32,0.33,0.29
b_1,0.96,1.12,1.19,0.71,0.62,1.21,0.47,0.36,0.48,0.48,0.47,0.36,0.3,0.34,0.33,0.32
a_1,1.37,1.32,1.21,1.1,0.71,0.57,0.62,0.51,0.55,0.48,0.51,0.42,0.34,0.49,0.49,0.34
h_1,1.57,1.8,1.55,1.59,1.51,1.27,0.54,0.61,0.7,0.54,0.54,0.53,0.53,0.51,0.5,0.5
d_0,1.21,1.64,1.9,1.98,1.78,1.48,0.74,0.55,0.78,0.51,0.55,0.61,0.5,0.53,0.56,0.5
g_1,1.73,1.87,1.86,1.66,1.64,1.37,0.61,0.71,0.51,0.69,0.58,0.64,0.43,0.61,0.59,0.61
c_0,1.82,1.8,1.26,2.47,1.76,1.64,0.81,1.0,0.68,0.54,0.7,0.7,0.57,0.68,0.62,0.51
b_0,1.75,1.83,1.54,2.36,2.2,1.49,0.85,0.75,0.76,0.46,0.52,0.61,0.58,0.64,0.61,0.53
f_0,1.79,2.08,1.84,1.92,1.76,1.59,0.88,0.8,0.64,0.7,0.68,0.52,0.63,0.62,0.69,0.43
h_0,1.96,2.27,2.08,2.0,1.9,1.64,1.0,0.74,0.89,0.73,0.67,0.65,0.7,0.59,0.59,0.61
a_0,1.89,2.04,2.03,2.26,2.23,1.83,1.01,0.8,0.84,0.62,0.52,0.78,0.73,0.52,0.67,0.52
e_0,2.44,2.52,2.16,2.19,2.18,1.66,1.01,0.82,0.75,0.72,0.72,0.48,0.65,0.72,0.52,0.57
g_0,2.22,2.25,2.24,2.21,2.01,1.79,0.81,0.79,0.94,0.74,0.72,0.8,0.54,0.73,0.64,0.66
