,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.88,1.18,1.59,1.43,1.12,0.61,0.7,0.6,0.48,0.45,0.52,0.38,0.43,0.68,0.4
f_1,1.48,0.66,1.3,1.3,1.1,1.11,0.44,0.62,0.48,0.42,0.47,0.62,0.29,0.4,0.4,0.38
d_1,1.57,1.3,0.64,1.34,1.34,1.22,0.53,0.39,0.76,0.54,0.52,0.42,0.39,0.43,0.42,0.27
c_1,1.04,1.43,1.61,0.63,1.49,1.29,0.7,0.62,0.33,0.62,0.48,0.5,0.42,0.54,0.52,0.4
b_1,1.31,1.63,1.4,0.87,0.63,1.79,0.67,0.62,0.52,0.68,0.75,0.53,0.43,0.47,0.53,0.39
a_1,1.72,1.85,1.62,1.62,0.96,0.57,0.83,0.86,0.59,0.65,0.69,0.58,0.57,0.98,0.53,0.58
h_1,2.04,2.22,2.15,1.83,1.8,1.59,0.57,1.06,0.83,0.73,0.69,0.65,0.69,0.67,0.61,0.64
g_1,2.07,2.26,2.45,2.22,2.01,1.66,0.73,0.55,0.86,0.75,0.74,0.82,0.49,0.7,0.62,0.69
d_0,1.41,2.13,2.96,2.45,2.29,1.78,1.03,0.97,0.62,0.77,0.75,0.76,0.67,0.98,0.75,0.64
c_0,2.2,2.51,1.4,3.31,2.14,1.86,1.1,0.98,1.13,0.6,0.91,0.85,0.62,0.82,0.69,0.58
b_0,2.34,2.31,1.83,2.74,3.32,1.86,1.15,1.13,0.88,0.54,0.58,0.85,0.78,0.78,0.65,0.65
f_0,2.17,3.23,2.46,2.25,2.25,1.96,1.1,0.74,0.87,0.85,0.75,0.59,0.72,0.78,0.84,0.46
h_0,2.45,2.85,2.57,2.68,2.69,2.26,1.56,1.3,0.95,0.92,0.88,0.92,0.88,0.92,0.79,0.77
a_0,2.72,2.74,2.46,2.57,3.51,2.43,1.37,1.33,0.96,0.81,0.59,0.95,0.81,0.56,0.83,0.79
e_0,3.31,3.52,2.67,2.4,2.14,2.49,1.26,1.11,1.08,1.03,1.09,0.53,0.95,0.9,0.55,0.62
g_0,2.81,3.13,3.56,2.76,2.9,2.12,0.94,1.62,1.24,1.04,1.02,1.11,0.64,0.95,0.89,1.01
