,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,86.12,18.09,21.11,22.96,22.72,98.36,2712.56,3548.08,5748.63,4916.5,7533.68,,20958.17,23754.84,25482.2,49804.42
e_1,9.36,93.84,13.14,21.04,28.03,84.72,2293.34,3282.01,5066.78,8583.08,6762.23,12432.99,26213.22,26396.33,,52927.7
d_1,7.21,10.9,135.86,16.72,22.38,93.74,2428.35,3459.88,6808.5,,5424.93,11390.65,17703.22,20455.27,27821.78,47365.98
c_1,8.25,8.56,13.36,156.24,36.01,74.65,2100.61,3327.93,,4040.83,5933.12,9963.96,20694.04,15842.71,35150.06,38591.7
b_1,8.86,8.49,12.37,15.41,201.56,84.01,1659.49,3229.33,4040.68,3390.71,,10880.06,15597.31,15048.03,,35132.21
a_1,4.22,4.43,7.02,8.74,15.68,532.88,1530.03,2526.23,3108.25,3445.11,3857.3,5576.93,11017.27,,,29203.13
h_1,4.69,4.1,6.16,6.63,12.38,29.3,3574.38,2821.97,1915.89,1910.33,3417.1,4593.65,,10960.59,12955.14,26958.68
g_1,3.02,3.38,7.61,6.45,10.22,26.84,537.61,5724.71,2384.85,1494.57,2906.82,6640.72,5874.11,8038.45,9097.53,
c_0,4.1,4.38,5.85,,8.64,25.52,1008.47,1403.73,5050.02,2084.14,4166.91,5983.08,7721.78,7136.54,12381.58,23025.0
d_0,4.15,3.62,,12.71,12.03,27.01,1049.74,1320.47,1527.0,5026.51,2411.62,3706.25,11459.8,8188.67,12261.03,20544.79
b_0,3.45,4.29,6.93,5.48,,21.8,808.91,1491.23,1486.69,1929.31,6711.27,4307.52,8010.11,12985.41,11803.6,13003.06
f_0,,2.97,4.5,5.0,6.57,35.35,708.3,895.79,1219.87,1536.48,2166.17,10395.81,8400.57,,20275.37,14734.71
h_0,4.29,3.24,6.56,5.82,9.36,31.73,,1412.16,1590.36,1154.69,2187.92,2674.77,,6837.02,12237.31,13537.28
a_0,2.41,2.04,4.16,6.56,5.49,,505.98,757.13,1494.08,1403.43,1092.36,,6155.6,17553.8,,12600.88
e_0,2.43,,3.97,3.05,,,521.82,1405.72,921.15,1374.56,1160.32,2017.73,3932.69,,24669.37,
g_0,1.85,2.22,5.4,5.9,6.66,18.24,440.34,,1020.03,1170.36,2018.21,3056.09,5702.03,4835.87,,
