,d_1,f_1,e_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,g_0,e_0
d_1,94.78,36.29,35.18,53.18,89.11,222.24,6342.11,17146.89,9181.2,8439.17,19469.71,23066.75,49981.0,56982.74,77009.85,97709.08
f_1,26.73,109.76,62.02,56.69,70.13,187.43,5018.68,8952.76,8737.99,13413.06,16740.65,9262.16,41299.93,49406.76,62474.31,65266.64
e_1,31.28,30.33,119.96,66.75,82.6,225.04,4509.8,8662.46,6968.38,17385.97,16307.97,24109.83,44779.38,47675.56,69127.65,35663.42
c_1,27.59,29.3,29.72,181.61,114.34,155.2,3029.27,2415.8,6762.05,7852.07,9626.07,16275.6,40930.45,38202.26,63698.7,68318.21
b_1,23.28,25.97,27.84,35.65,220.89,290.71,4118.51,7505.73,6181.4,7955.27,7931.03,20465.54,38259.84,32719.58,58793.75,50849.25
a_1,15.93,24.31,18.78,37.11,28.52,503.53,2745.51,5577.67,4980.92,5833.45,11723.3,13457.22,28391.78,12515.38,47309.74,29198.9
h_1,8.57,13.08,12.29,23.82,20.4,58.09,3094.83,2859.46,4044.42,3190.33,4628.94,7252.07,10046.37,16908.33,29599.09,18952.52
c_0,6.65,9.45,10.98,14.96,20.05,54.46,1559.3,4165.82,2735.23,3406.22,7225.85,6206.92,13805.09,20308.77,26998.22,19823.25
g_1,10.28,7.99,9.37,18.99,18.56,51.35,1105.18,2124.19,5086.31,2167.2,3837.84,7576.08,11453.4,13028.32,14222.27,17219.09
d_0,3.16,8.58,8.56,29.33,23.2,52.28,1212.91,2027.61,2417.06,4778.47,4298.93,4970.75,11632.59,11251.7,13586.7,13612.08
b_0,5.43,8.97,8.21,19.65,7.27,46.54,1261.03,1927.9,2172.31,2216.44,6311.62,6028.38,11606.66,22372.54,19093.69,16447.05
f_0,6.75,5.76,5.72,15.97,14.83,36.61,986.71,2129.12,2264.84,2685.37,3109.0,8210.19,9773.33,13076.72,14502.4,25328.11
h_0,5.04,7.85,6.26,10.12,12.36,28.21,537.4,1378.79,1793.24,2041.21,2372.77,3800.65,4623.81,9772.68,16052.27,12099.16
a_0,4.78,5.36,6.03,10.63,13.13,,953.98,1367.75,1318.93,1999.53,1995.16,3549.62,8281.6,16417.12,13759.32,12404.62
g_0,5.45,4.55,4.61,9.05,10.36,25.08,623.66,1108.53,1163.69,1625.5,2032.53,4590.68,5790.58,7618.19,7335.8,11323.98
e_0,3.83,6.1,3.3,8.25,11.47,33.54,826.96,1360.8,1613.89,1968.45,2371.74,2651.12,6490.21,9195.93,9076.7,20343.79
