,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.42,2.14,3.52,3.95,4.16,3.26,1.99,1.99,2.16,1.13,1.82,1.43,1.44,2.06,,1.59
f_1,4.27,0.41,3.83,4.35,3.46,4.44,1.45,1.88,1.27,1.55,,1.55,0.93,1.59,1.79,1.31
d_1,5.36,3.35,0.4,3.1,3.2,3.0,2.02,1.41,,2.05,1.72,1.76,1.64,1.82,1.05,0.8
c_1,2.94,3.08,4.21,0.39,4.75,4.0,1.94,1.51,1.16,,1.26,1.39,1.8,2.06,1.8,1.4
b_1,3.29,4.56,3.69,2.42,0.38,4.44,1.58,1.7,1.56,2.17,1.38,,1.46,1.38,1.78,1.26
a_1,4.53,3.33,3.81,3.6,2.28,0.32,1.91,1.99,1.47,1.68,1.72,2.31,1.12,,,1.27
h_1,1.66,2.18,1.65,1.52,2.16,1.74,0.26,1.01,0.79,0.67,0.63,0.92,,0.76,0.72,0.98
g_1,1.8,2.21,1.85,2.42,1.98,1.87,0.88,0.24,0.64,0.9,0.81,1.05,0.45,0.69,0.81,
d_0,0.97,1.83,,1.68,1.56,1.88,0.81,1.02,0.28,0.7,0.7,0.68,0.52,0.84,0.76,0.63
c_0,1.85,1.4,0.94,,1.4,1.4,1.1,0.77,0.81,0.28,0.95,0.75,0.62,0.72,0.53,0.54
f_0,1.57,,1.79,1.88,1.38,1.46,1.15,0.58,0.82,0.61,0.26,0.75,0.54,0.76,0.82,0.42
b_0,1.97,1.59,1.39,1.72,,1.41,0.76,0.72,0.83,0.44,0.89,0.26,0.59,0.8,,0.62
h_0,1.16,1.49,1.01,1.07,1.11,1.39,,1.26,0.57,0.65,0.62,0.49,,0.49,0.5,0.52
a_0,1.55,1.67,1.62,1.37,1.78,,1.04,0.91,0.74,0.68,0.76,0.49,0.72,0.21,,0.74
e_0,,1.4,1.87,1.8,1.57,,0.83,1.02,0.76,0.85,0.47,,0.69,,0.21,0.55
g_0,1.33,1.75,1.96,1.24,1.37,1.73,0.39,,0.58,0.71,0.55,0.59,0.37,0.51,0.59,
