,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.06,1.35,2.47,2.54,2.21,1.84,0.98,0.9,0.93,0.74,0.8,0.69,0.54,0.65,0.92,0.55
f_1,2.61,1.06,1.89,2.13,2.02,1.68,0.67,0.8,0.68,0.53,0.91,0.57,0.4,0.51,0.43,0.54
d_1,2.48,2.88,1.06,2.37,2.56,2.19,0.85,0.6,1.26,0.84,0.6,0.69,0.57,0.52,0.67,0.36
c_1,2.15,2.73,2.78,1.06,2.78,1.99,1.13,0.93,0.48,1.0,0.68,0.67,0.55,0.74,0.58,0.51
b_1,2.66,3.28,2.72,1.6,1.06,2.97,1.07,1.26,0.77,0.99,0.81,1.11,0.63,0.69,0.73,0.56
a_1,3.96,4.45,3.09,4.19,2.03,1.07,1.36,1.33,1.24,0.96,1.16,1.25,1.14,2.0,0.79,0.94
h_1,5.51,6.41,5.72,5.08,4.94,5.52,1.32,2.47,1.79,1.55,1.66,1.5,1.53,1.41,1.47,1.2
g_1,6.28,7.24,7.76,7.23,5.69,6.48,1.94,1.34,2.0,1.82,2.17,2.2,1.31,1.75,1.62,1.74
d_0,4.05,7.33,10.3,8.77,6.79,6.16,3.05,3.25,1.49,1.82,2.12,2.04,1.64,1.79,1.9,1.85
c_0,7.89,9.23,4.36,12.83,6.6,6.79,2.95,3.03,3.25,1.54,2.3,3.37,1.95,2.13,2.19,1.91
f_0,7.24,9.76,8.91,8.21,6.53,6.31,3.09,1.97,2.4,2.2,1.49,2.21,1.83,1.91,2.6,1.17
b_0,8.19,8.41,6.92,9.93,10.22,5.65,3.19,2.66,2.41,1.27,2.59,1.54,1.71,2.82,2.29,1.96
h_0,9.7,10.55,10.04,9.33,9.11,6.47,4.87,3.58,3.22,2.8,2.26,2.78,2.9,2.02,2.35,2.09
a_0,10.04,10.9,11.11,12.1,12.21,9.07,4.1,3.81,3.87,2.98,3.33,1.91,2.62,1.63,3.29,2.55
e_0,13.61,18.61,9.56,12.59,10.01,10.03,4.34,3.61,3.02,2.6,1.69,2.75,2.02,2.42,1.61,2.14
g_0,10.83,12.64,13.01,11.98,12.63,9.48,4.14,5.44,3.52,2.99,3.6,2.66,2.04,2.59,2.73,2.82
