,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,1.29,1.46,1.38,1.43,1.18,0.49,0.68,0.47,0.55,0.48,0.68,0.32,0.49,0.41,0.45
d_1,1.44,0.66,1.56,1.36,1.35,1.29,0.68,0.46,0.53,0.87,0.48,0.5,0.37,0.48,0.48,0.28
e_1,0.93,1.49,0.65,1.57,1.52,1.72,0.65,0.76,0.54,0.66,0.53,0.66,0.46,0.52,0.8,0.46
c_1,1.48,1.75,1.27,0.64,1.69,1.2,0.56,0.65,0.65,0.33,0.48,0.43,0.49,0.4,0.51,0.41
b_1,1.6,1.61,1.56,0.92,0.63,1.61,0.91,0.66,0.74,0.69,1.3,0.6,0.49,0.67,0.63,0.49
a_1,2.2,1.75,1.76,2.21,1.01,0.57,0.92,0.8,0.72,0.58,0.75,0.66,0.6,1.12,0.6,0.55
h_1,2.61,1.95,2.15,2.13,2.22,1.76,0.56,1.16,0.87,0.81,0.87,0.84,1.15,0.9,0.69,0.77
g_1,2.52,2.51,2.13,2.6,2.57,1.93,0.87,0.55,0.85,0.91,0.83,0.88,0.48,0.83,0.73,0.79
c_0,2.81,1.54,2.34,4.31,2.47,1.97,1.1,1.06,0.62,1.1,0.93,0.9,0.69,0.8,0.81,0.68
d_0,2.2,3.41,1.46,3.07,2.29,2.46,1.11,1.09,0.83,0.62,1.04,0.81,0.67,0.84,0.75,0.76
b_0,2.77,2.16,2.46,3.19,3.73,1.92,0.94,1.06,0.59,0.75,0.6,0.83,0.84,1.15,0.72,0.62
f_0,4.1,2.26,2.2,2.7,2.63,2.02,1.15,0.84,0.89,0.97,0.97,0.61,0.83,1.04,1.13,0.48
h_0,3.04,2.99,2.5,2.77,2.54,2.02,1.38,1.52,0.95,1.04,0.86,0.85,1.01,0.91,0.87,0.83
a_0,3.14,2.44,2.76,3.14,2.83,3.54,1.19,1.21,0.98,0.98,0.6,0.9,0.89,0.57,0.85,1.0
e_0,4.43,2.51,3.49,2.99,2.44,2.48,1.36,1.27,1.06,1.13,1.01,0.53,0.88,1.03,0.57,0.71
g_0,3.03,3.76,2.72,2.97,2.49,2.54,0.94,1.63,1.01,1.19,1.08,1.21,0.71,1.04,1.12,1.12
