,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.1,2.63,2.6,3.16,2.93,2.62,0.59,1.05,0.61,0.54,0.57,0.76,0.32,0.64,0.64,0.49
e_1,1.93,1.1,3.25,3.43,3.57,2.91,0.99,0.89,0.65,0.63,0.71,0.82,0.51,0.64,1.08,0.5
d_1,3.57,3.37,1.09,3.17,3.34,2.74,0.86,0.6,1.07,0.59,0.62,0.63,0.41,0.57,0.52,0.27
c_1,3.71,2.89,4.78,1.11,3.24,3.54,0.96,1.01,0.42,0.91,0.73,0.73,0.51,0.71,0.59,0.52
b_1,4.81,4.65,4.51,2.01,1.12,4.21,1.3,1.13,0.9,1.06,1.2,0.85,0.65,0.69,0.71,0.64
a_1,6.28,5.81,5.55,4.91,2.62,1.13,1.94,1.81,1.28,1.26,1.6,1.0,0.86,2.3,0.98,0.79
h_1,11.07,10.55,10.01,12.4,11.59,9.53,1.62,3.08,2.63,1.95,2.31,2.32,2.23,2.0,2.25,1.61
g_1,15.34,13.86,14.84,15.61,16.5,10.91,3.1,1.68,3.21,2.65,2.67,2.91,1.73,2.45,2.35,2.77
d_0,14.45,8.52,22.5,15.94,15.37,13.62,4.31,4.59,2.01,2.98,3.31,3.05,2.54,3.3,2.77,2.61
c_0,17.82,16.06,8.35,21.21,14.08,14.2,4.48,3.9,5.24,2.07,3.2,2.41,2.09,2.57,2.56,1.89
b_0,18.17,15.17,13.71,21.36,20.07,15.38,4.03,4.08,4.24,1.83,1.96,3.01,2.34,3.02,2.75,2.39
f_0,31.18,16.91,17.56,18.48,17.24,16.78,4.97,3.06,4.01,3.44,3.63,2.05,2.75,2.97,3.23,1.83
h_0,22.41,21.95,19.56,22.99,19.93,20.1,8.02,7.93,4.65,3.75,4.39,3.85,4.07,3.76,3.31,2.99
a_0,25.63,24.21,23.58,31.05,29.89,32.74,7.41,6.48,6.27,3.93,2.86,4.72,3.2,2.3,4.64,3.25
e_0,35.64,31.84,22.21,26.42,24.02,26.71,6.2,6.67,5.24,4.34,4.85,2.73,4.48,4.27,2.44,3.07
g_0,29.01,26.57,23.1,29.53,25.38,20.1,5.57,7.66,6.05,4.58,5.24,4.85,2.67,5.51,4.17,5.3
