,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.93,1.1,0.91,0.69,0.44,0.48,0.42,0.57,0.4,0.45,0.37,0.34,0.34,0.38
f_1,1.27,1.0,0.89,0.93,0.83,0.7,0.41,0.49,0.38,0.39,0.4,0.33,0.29,0.31,0.24,0.32
d_1,1.06,1.16,1.0,0.88,0.87,0.79,0.49,0.4,0.56,0.43,0.42,0.41,0.37,0.4,0.33,0.28
c_1,0.93,1.04,1.18,1.0,1.32,0.76,0.51,0.5,0.38,0.35,0.38,0.4,0.38,0.34,0.35,0.31
b_1,1.09,1.21,1.11,0.75,1.0,1.23,0.6,0.52,0.54,0.47,0.46,0.46,0.45,0.39,0.4,0.36
a_1,1.42,1.37,1.27,1.31,0.84,1.0,0.76,0.61,0.64,0.62,0.74,0.59,0.61,0.52,0.49,0.43
h_1,2.19,2.48,1.98,1.99,1.7,1.32,1.0,1.13,0.86,0.79,0.78,0.89,0.72,0.69,0.61,0.78
g_1,2.03,2.05,2.42,2.13,1.89,1.59,0.93,1.0,0.98,0.9,0.9,1.11,0.67,0.69,0.74,0.59
c_0,2.39,2.55,1.77,2.6,1.94,1.51,1.17,1.03,1.0,1.2,1.25,0.92,0.87,0.91,0.89,0.77
d_0,1.82,2.6,2.27,2.92,2.23,1.6,1.22,1.07,0.82,1.0,0.93,0.88,0.87,0.69,0.77,0.77
b_0,2.39,2.53,2.3,2.64,2.22,1.32,1.31,1.09,0.8,1.03,1.0,0.91,0.93,1.2,0.75,0.74
f_0,2.11,2.92,2.4,2.63,2.15,1.74,1.17,0.9,1.12,1.11,1.1,1.0,1.0,0.93,1.39,0.68
h_0,2.64,3.47,2.64,2.52,2.23,1.58,1.38,1.52,1.07,1.19,1.1,0.99,1.0,1.03,0.94,0.99
a_0,2.83,3.19,2.52,2.95,2.45,2.09,1.44,1.46,1.16,1.42,0.86,1.14,0.95,1.0,1.11,0.93
e_0,2.92,3.94,3.07,2.86,2.56,2.07,1.69,1.36,1.23,1.28,1.32,0.83,1.19,0.94,1.0,0.95
g_0,2.71,3.23,3.35,3.22,2.85,2.32,1.26,1.75,1.27,1.28,1.34,1.5,1.04,1.07,1.12,1.0
