,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,11892.86,155.15,181.93,197.87,296.15,2316.07,176544.41,327071.3,1257465.91,,1284469.11,1301294.9,3851284.32,6311268.42,6937403.12,12226019.0
f_1,146.41,11997.96,425.22,244.44,417.5,2706.63,172307.22,353831.68,494266.69,663312.67,1125802.58,,3122955.02,9296902.13,3860601.25,7824217.64
e_1,148.81,175.07,17045.05,269.34,341.83,1244.49,204318.29,309309.81,615800.76,1644118.68,1207814.68,1217997.47,4532968.6,4388630.36,,7664263.87
c_1,158.52,120.98,196.51,20394.24,696.4,1289.92,196650.09,262310.16,,788481.76,1251906.52,1543007.93,4902727.0,7236789.84,7441263.74,10970356.62
b_1,156.52,133.93,244.74,292.8,33949.9,3213.09,122809.42,532397.52,549600.11,872913.31,,1449411.54,3392322.98,6409371.04,5069589.54,10051096.79
a_1,175.86,192.12,168.04,251.29,334.32,298739.09,155224.58,398768.68,788390.0,652498.72,917600.33,1199510.14,,8133251.46,,9057518.52
h_1,616.96,781.71,430.82,786.67,1082.69,8335.04,8080301.89,1990914.67,2684117.21,2723555.71,5447987.68,4661506.45,21119946.28,,26419321.93,46094063.55
g_1,1095.38,552.32,785.02,771.45,1617.61,6870.67,391353.65,23352891.0,1699884.94,1857979.25,5511484.04,7898540.74,15855002.4,17935869.65,24826635.74,
c_0,752.68,943.67,962.21,,1624.31,7145.5,981607.04,2145006.28,19530868.52,4589208.76,10190121.61,7548443.26,16489202.5,27489080.23,28537564.45,48496542.02
d_0,,837.9,1096.9,2512.07,1434.11,10423.23,797736.81,1784934.34,2262130.78,27389291.71,5932743.97,6204345.22,16680721.9,36932980.0,30673337.59,59848439.59
b_0,758.78,765.19,491.16,965.34,,7983.42,1123464.43,1332072.21,3241339.05,6103014.74,48787931.82,7746711.59,31510508.08,40162617.22,21256016.3,56190289.33
f_0,889.08,,1097.35,974.02,1971.95,9914.1,813843.36,1764067.31,3270487.78,3958648.69,7216475.51,49593559.71,20018366.34,30988781.99,46193899.29,65417997.33
a_0,630.19,836.19,1188.5,1194.36,2080.83,,1014917.15,1917870.28,1921609.07,4135013.61,5191977.72,5429666.67,219820890.1,41617784.51,31019091.8,43928027.19
h_0,1329.92,1542.32,1715.58,1482.31,2749.55,18351.89,,5202096.78,3164573.08,5526701.0,8327278.55,6894230.51,33290762.77,,26652170.19,120360667.24
e_0,709.63,1001.88,,1156.0,1315.36,,1085725.32,2172361.95,3524013.97,4212859.94,5924489.31,6582944.7,20301343.71,34247192.97,296278700.72,50125624.83
g_0,1200.56,794.52,1613.24,2380.33,2353.72,13178.17,1236330.34,,4813023.18,4900039.55,9788154.72,13921309.29,35776958.17,59750123.15,42605848.57,
