,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.81,0.91,1.09,0.91,0.8,0.5,0.63,0.44,0.45,0.38,0.42,0.36,0.32,0.33,0.29
f_1,1.24,1.0,0.94,0.92,0.93,0.66,0.44,0.47,0.43,0.48,0.41,0.35,0.3,0.32,0.35,0.27
d_1,1.09,1.06,1.0,0.99,0.84,0.73,0.47,0.4,0.57,0.36,0.46,0.38,0.33,0.34,0.26,0.29
c_1,0.91,1.09,1.05,1.0,1.24,0.74,0.5,0.36,0.43,0.45,0.37,0.37,0.37,0.31,0.33,0.35
b_1,1.09,1.07,1.2,0.82,1.0,1.16,0.58,0.46,0.49,0.51,0.47,0.4,0.38,0.37,0.35,0.36
a_1,1.26,1.54,1.33,1.35,0.87,1.0,0.83,0.63,0.61,0.7,0.68,0.51,0.52,0.57,0.5,0.43
h_1,1.98,2.29,2.1,1.96,1.76,1.17,1.0,0.93,0.86,1.04,0.82,0.67,0.63,0.63,0.74,0.57
d_0,1.66,2.14,2.46,2.74,2.15,1.57,1.12,1.0,0.81,1.05,0.92,0.82,0.81,0.66,0.79,0.79
c_0,2.19,2.31,1.82,2.38,1.98,1.63,1.18,1.18,1.0,1.06,1.24,0.92,0.73,0.93,0.71,0.74
g_1,2.22,2.13,2.7,2.2,1.96,1.39,0.95,0.94,0.96,1.0,0.87,1.05,0.6,0.66,0.71,0.71
b_0,2.53,2.41,2.07,2.67,2.18,1.52,1.19,1.04,0.8,1.12,1.0,0.89,0.95,1.21,0.74,0.81
f_0,2.53,3.05,2.54,2.57,2.58,1.85,1.54,1.15,1.11,0.95,1.16,1.0,0.89,1.0,0.75,1.2
h_0,2.81,3.37,2.93,2.54,2.7,1.92,1.54,1.26,1.31,1.63,1.07,1.06,1.0,0.93,1.12,0.81
a_0,3.12,3.06,2.95,3.19,2.99,1.79,1.52,1.39,1.1,1.49,0.9,0.97,1.01,1.0,1.03,0.84
g_0,3.08,2.78,3.87,2.94,2.8,1.97,1.34,1.29,1.38,1.4,1.34,1.37,0.92,0.89,1.0,0.89
e_0,3.33,3.86,3.56,2.72,2.76,2.31,1.74,1.15,1.37,1.41,1.38,0.87,1.3,1.15,1.16,1.0
