,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.19,0.85,0.88,0.81,0.67,0.42,0.49,0.36,0.39,0.38,0.32,0.29,0.32,0.24,0.29
e_1,0.83,1.0,1.0,1.14,0.85,0.73,0.51,0.5,0.43,0.6,0.43,0.42,0.36,0.35,0.37,0.33
d_1,1.18,1.02,1.0,0.98,0.8,0.68,0.49,0.36,0.56,0.4,0.42,0.36,0.32,0.33,0.32,0.25
c_1,1.14,0.88,1.01,1.0,1.39,0.68,0.53,0.47,0.44,0.31,0.37,0.4,0.37,0.34,0.32,0.36
b_1,1.22,1.17,1.25,0.72,1.0,1.08,0.65,0.53,0.54,0.47,0.45,0.46,0.39,0.36,0.38,0.32
a_1,1.5,1.39,1.48,1.46,0.92,1.0,0.73,0.56,0.56,0.57,0.62,0.54,0.52,0.61,0.54,0.5
h_1,2.3,1.92,2.02,1.86,1.56,1.41,1.0,1.0,0.72,0.83,0.81,0.78,0.77,0.69,0.56,0.74
g_1,2.06,2.08,2.79,2.06,1.85,1.73,0.98,1.0,1.09,0.94,0.89,1.08,0.73,0.71,0.79,0.71
c_0,2.73,2.32,1.74,2.31,1.87,1.72,1.39,0.93,1.0,1.2,1.37,0.92,0.82,0.88,0.8,0.84
d_0,2.36,1.66,2.56,3.27,2.22,1.8,1.17,1.11,0.79,1.0,0.85,0.98,0.83,0.81,0.83,0.69
b_0,2.49,2.4,2.27,2.82,2.25,1.81,1.28,1.15,0.74,1.16,1.0,0.97,1.01,1.2,0.96,0.81
f_0,3.14,2.43,2.76,2.41,2.14,1.85,1.33,0.92,1.04,0.99,1.05,1.0,0.92,0.84,1.15,0.63
h_0,3.39,2.79,3.09,2.75,2.72,1.89,1.31,1.36,1.22,1.16,0.97,1.1,1.0,0.85,0.86,1.01
a_0,3.11,2.87,2.94,2.94,2.8,1.68,1.46,1.32,1.15,1.3,0.83,1.13,1.19,1.0,1.01,0.87
e_0,4.36,3.02,3.19,2.94,2.79,1.69,1.75,1.17,1.32,1.23,1.15,0.88,1.21,1.07,1.0,0.89
g_0,3.46,3.06,3.91,3.01,3.33,2.0,1.34,1.35,1.26,1.36,1.2,1.55,1.01,1.13,1.15,1.0
