,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.05,1.2,1.91,1.75,1.68,1.47,0.68,0.65,0.54,0.68,0.55,0.58,0.44,0.42,0.66,0.41
f_1,2.0,1.05,1.86,1.42,1.66,1.41,0.55,0.59,0.51,0.62,0.5,0.6,0.44,0.32,0.4,0.43
c_1,1.51,1.78,1.05,2.15,2.02,1.54,0.78,0.37,0.61,0.65,0.53,0.52,0.43,0.39,0.39,0.38
d_1,2.19,2.32,1.75,1.05,1.68,1.4,0.6,0.77,0.61,0.49,0.49,0.51,0.52,0.39,0.45,0.27
b_1,2.04,2.19,1.27,2.01,1.06,2.11,0.82,0.61,0.72,0.78,0.76,0.6,0.58,0.52,0.44,0.47
a_1,3.05,3.02,2.8,3.15,1.61,1.06,1.04,0.89,0.84,1.1,0.79,0.92,1.1,0.64,0.72,0.56
h_1,4.93,5.34,4.37,4.68,4.09,3.63,1.28,1.46,1.43,1.92,1.39,1.27,1.25,1.28,1.23,1.07
d_0,3.65,5.2,6.53,6.27,5.31,4.83,2.34,1.38,1.55,2.18,1.7,1.49,1.4,1.38,1.43,1.2
c_0,6.14,5.81,8.09,3.68,5.29,4.63,2.07,2.27,1.38,1.98,2.16,1.59,1.71,1.4,1.77,1.14
g_1,5.79,6.32,5.62,5.68,5.79,4.25,1.66,1.8,1.57,1.29,1.52,1.8,1.32,1.04,1.56,1.28
b_0,5.69,6.06,7.87,5.78,7.11,5.1,2.31,1.88,1.21,2.23,1.45,1.56,1.92,1.36,1.73,1.2
f_0,5.5,8.99,6.88,6.58,6.29,5.47,2.57,2.1,1.92,1.65,1.98,1.38,1.79,1.41,1.97,1.02
a_0,7.28,8.64,9.65,7.39,8.9,7.51,3.04,2.6,2.03,3.13,1.51,2.31,1.49,1.92,2.06,1.78
h_0,8.1,8.82,8.85,8.12,7.68,6.02,3.52,2.48,2.36,2.95,2.5,2.37,1.93,2.06,1.86,1.83
e_0,9.45,12.17,10.16,10.4,9.63,6.23,3.42,2.78,2.58,2.89,2.75,1.59,2.33,2.2,1.5,1.87
g_0,9.33,9.74,10.45,10.25,9.17,7.68,2.95,3.17,2.88,4.16,2.8,3.26,2.56,1.81,2.56,2.36
