,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,7955.31,3978.69,5141.16,10967.19,14190.53,46775.92,4530558.38,25551962.28,18650361.06,19573387.92,33094633.36,59885634.96,232665233.52,254389475.07,417245211.11,221269158.48
f_1,5101.61,9241.08,5753.95,8230.97,13409.45,48863.55,4262590.13,14705710.46,16269449.22,17827486.15,28841899.26,35709447.02,182517853.25,235436991.86,370383238.34,186772085.73
d_1,3088.65,3696.51,17892.95,6529.17,12144.35,55695.04,4520890.83,9353952.95,35294769.72,24876488.27,33320782.5,65032922.33,227430303.58,251013143.42,462452931.96,349301437.19
c_1,2811.59,3549.72,5770.92,27128.12,28425.42,47711.85,4216129.84,14769298.41,9624381.24,18560209.77,19173149.37,53457494.07,187520352.43,225481360.31,397122957.17,358778638.27
b_1,2970.96,3791.46,5674.72,7637.48,53560.06,114584.44,4065845.11,15291700.33,17631451.91,17991271.63,18053442.04,48769691.01,194732870.36,149815983.38,413947964.63,326092741.29
a_1,3275.78,4035.91,5869.03,9349.54,13910.42,268777.21,5066548.5,14269775.82,15703397.16,23093333.33,27849046.27,53726239.75,192388094.47,114428414.89,470832527.08,351822300.6
h_1,3293.03,5141.99,6867.07,9314.55,16731.87,60966.27,8823048.51,16537690.73,16940989.46,29356207.67,31464570.42,61173543.06,193288264.49,206126128.85,596425883.87,346760591.09
d_0,3206.35,3879.58,4834.32,17627.64,17953.35,52920.66,4657724.3,25524797.5,14681235.84,19976878.61,30214172.03,66773364.08,203085698.36,238116932.72,403634048.82,364587773.03
c_0,3555.42,4247.51,7097.71,6932.95,11802.31,65128.98,5735925.02,16522495.72,32672391.54,23726829.27,62873706.71,74245202.28,266910312.08,330726028.4,483323170.52,322564084.0
g_1,3261.22,3203.3,9912.14,9487.59,13303.98,53914.39,4861455.83,15388358.98,24797712.38,62464000.0,35037432.57,109898129.16,211186931.14,272339627.44,286234722.1,440837581.47
b_0,3229.28,4764.11,7765.38,9800.32,11246.98,45230.48,5118193.7,13677528.16,21215462.87,26515843.27,58196757.67,69356493.16,256420247.81,531010225.14,446898474.7,370878950.73
f_0,2279.56,3139.9,7989.05,10859.76,19966.14,71734.55,5345664.58,16893075.53,23240918.99,25294023.9,33911597.87,120903863.57,267712516.84,259857356.52,454897789.6,883566589.89
h_0,3311.18,5401.6,7317.99,9614.15,14518.06,57838.8,3709739.36,16142510.37,19941254.2,27323690.77,38464057.76,56057762.55,166613130.89,260246170.52,583592209.7,355173190.52
a_0,3743.75,3987.93,7343.14,9702.3,18661.05,41032.04,5515096.95,18132063.46,21113811.3,22373109.24,34563780.76,61567579.36,262437541.11,600027990.68,444061624.46,336256203.06
g_0,2346.83,3248.08,10686.89,9530.29,19528.24,58302.24,4527684.24,13181462.59,22696045.52,18340298.51,34446275.37,105872010.45,238409127.15,258232482.56,377452380.79,534471281.32
e_0,2461.8,4591.55,6165.44,9948.5,19642.25,76756.33,5038236.04,16574418.27,19862004.31,22962424.24,30121112.98,71146171.77,251329901.52,245500962.85,394609307.19,850847360.04
