,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.28,0.59,0.53,0.7,0.49,0.39,1.01,1.04,1.01,2.24,1.28,1.24,1.09,1.39,0.54,1.04
f_1,0.94,2.29,0.59,0.55,0.51,0.38,1.0,0.82,0.99,1.04,1.09,0.46,0.95,1.23,0.58,1.09
d_1,0.57,0.68,2.34,0.39,0.54,0.42,1.18,1.07,2.2,0.51,1.31,1.16,1.02,1.48,0.98,1.38
c_1,0.59,0.56,0.59,2.53,0.94,0.41,0.99,0.85,0.37,1.16,1.06,1.03,0.93,1.15,0.86,1.33
b_1,0.59,0.59,0.63,0.47,2.63,0.89,1.05,0.93,1.06,1.0,0.38,1.05,0.62,1.47,0.91,1.19
a_1,0.6,0.63,0.56,0.59,0.48,3.12,1.19,1.06,1.37,1.14,1.08,1.21,0.6,1.6,0.86,1.33
h_1,0.61,1.07,0.72,0.66,0.46,0.52,2.99,1.74,1.47,1.17,1.31,1.43,1.32,1.02,1.13,1.79
g_1,0.71,0.62,1.03,0.7,0.48,0.45,1.19,3.18,1.46,1.55,1.32,2.06,1.02,1.75,1.34,1.11
c_0,0.7,0.85,0.84,0.46,0.54,0.4,1.4,1.36,2.79,1.36,2.58,1.77,1.41,1.94,1.35,1.77
d_0,0.76,0.65,0.4,1.47,0.61,0.39,1.24,1.29,0.96,2.75,1.31,1.42,1.14,1.85,1.21,1.62
b_0,0.72,0.81,0.82,0.7,0.34,0.34,1.63,1.4,1.35,1.35,2.82,1.38,3.09,2.21,1.33,1.92
f_0,0.6,0.6,0.79,0.66,0.61,0.51,1.53,1.28,1.61,1.58,1.85,2.81,1.51,2.12,2.93,2.01
a_0,0.71,0.83,0.81,0.65,0.63,0.33,1.46,1.28,1.69,1.18,1.4,1.58,2.97,2.18,1.37,1.37
h_0,0.64,1.08,0.84,0.67,0.6,0.38,0.93,1.51,1.42,1.39,1.29,1.24,1.34,1.08,1.35,1.9
e_0,0.4,1.07,0.72,0.66,0.67,0.65,1.53,1.13,1.5,1.26,1.46,1.15,1.27,2.26,3.43,2.03
g_0,0.56,0.68,1.17,0.64,0.67,0.36,1.37,0.94,1.64,1.06,1.53,2.23,1.68,1.86,1.09,1.09
