,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.15,0.03,0.02,0.03,0.03,0.02,0.07,0.11,0.05,0.05,0.07,0.04,0.09,0.05,0.06,
f_1,0.06,2.18,0.03,0.03,0.03,0.03,0.06,0.06,0.07,0.03,0.07,,0.07,0.05,0.05,
d_1,0.03,0.03,2.33,0.02,0.02,0.02,0.05,,0.13,0.06,0.05,0.06,0.1,0.04,0.08,0.04
c_1,0.03,0.03,0.02,2.43,0.05,0.02,0.07,0.09,,0.04,0.04,0.05,0.06,0.05,0.07,0.06
b_1,0.03,0.03,0.03,0.02,2.6,0.03,0.06,0.09,0.08,,,0.04,0.07,0.04,0.05,0.06
a_1,0.03,0.03,0.03,0.02,0.03,3.06,0.06,0.07,0.08,0.06,0.06,,0.08,,0.06,
h_1,0.12,0.16,0.08,0.09,0.11,0.12,2.6,0.25,0.22,0.21,0.22,0.26,,0.12,0.32,0.15
d_0,0.18,0.15,,0.26,0.12,0.09,0.29,1.91,0.31,0.22,0.29,0.38,0.51,0.18,0.27,0.23
c_0,0.15,0.15,0.18,,0.1,0.1,0.36,0.28,2.06,0.19,0.56,0.32,0.29,0.2,0.4,
g_1,0.14,0.09,0.18,0.11,,0.06,0.17,0.2,0.25,3.16,0.2,0.41,0.22,,,
b_0,0.14,0.15,0.15,0.1,,0.08,0.32,0.29,0.28,0.23,2.19,0.33,0.5,0.45,0.39,0.19
f_0,0.11,,0.18,0.16,0.16,,0.3,0.39,0.34,0.28,0.24,2.18,0.34,0.24,0.3,0.59
h_0,0.23,0.33,0.2,0.22,0.17,0.17,,0.46,0.47,0.47,0.57,0.31,,0.22,0.72,0.34
a_0,0.18,0.16,0.18,0.09,0.15,,0.32,0.43,0.22,,0.23,0.31,0.37,2.8,0.31,
g_0,0.13,0.19,0.3,0.23,0.19,0.16,0.26,0.42,0.56,,0.48,0.76,0.65,0.37,,0.36
e_0,,,0.18,0.22,0.12,,0.25,0.21,,,0.25,0.29,0.45,,0.46,2.89
