,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.45,2.4,4.99,4.63,4.27,4.49,1.57,0.83,0.79,1.19,0.89,0.98,0.82,0.72,3.25,0.69
f_1,4.72,0.44,4.06,4.3,4.24,4.63,0.85,0.83,0.9,1.53,0.89,2.57,0.8,0.46,0.69,0.59
c_1,3.63,5.45,0.42,5.75,3.56,3.87,1.4,0.56,3.75,1.16,0.95,0.99,0.81,0.64,1.07,0.71
d_1,5.81,4.88,3.79,0.42,4.07,4.96,1.22,4.78,0.75,0.79,0.91,1.07,0.87,0.64,0.74,0.38
b_1,4.64,5.82,2.45,4.55,0.41,5.26,1.34,1.01,1.12,1.43,2.99,0.94,1.18,0.64,1.05,0.71
a_1,5.44,5.19,7.38,6.39,3.77,0.32,1.85,1.26,1.35,1.94,1.23,1.26,3.8,0.88,1.44,0.91
h_1,4.53,5.54,6.32,4.25,5.09,4.14,0.35,1.45,1.17,1.9,1.08,1.07,0.99,2.8,0.89,0.83
d_0,2.8,5.61,7.5,14.26,6.17,4.36,1.7,0.43,1.22,2.26,1.43,0.99,0.95,0.78,1.01,1.17
c_0,6.06,5.5,24.39,3.08,6.41,5.67,1.56,1.25,0.43,1.99,1.05,0.99,0.81,0.75,0.9,0.74
g_1,8.18,7.64,6.18,4.64,6.61,5.98,1.02,1.38,1.06,0.3,0.97,0.95,1.07,0.61,0.94,3.51
b_0,6.8,5.76,7.81,4.59,24.12,5.49,1.45,1.63,0.61,1.63,0.39,0.87,1.34,0.81,1.13,0.81
f_0,4.61,19.87,6.66,6.41,6.77,6.33,1.91,1.42,1.05,1.23,1.18,0.38,1.2,0.99,1.31,0.59
a_0,6.66,7.67,7.77,6.12,9.95,13.79,2.3,1.68,1.15,1.98,0.67,1.16,0.39,1.39,1.71,1.1
h_0,6.88,8.6,7.69,5.81,7.58,8.19,4.36,1.38,1.46,2.12,1.46,1.09,1.62,2.03,1.16,1.28
e_0,14.5,7.84,8.37,5.72,9.16,6.72,1.98,1.71,1.65,2.14,2.2,0.77,1.85,0.93,0.34,1.41
g_0,7.24,6.82,9.66,8.3,8.0,5.34,2.17,2.16,2.02,,1.49,1.53,2.15,0.83,1.43,3.22
