,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.01,0.07,0.09,0.1,0.09,0.11,0.23,0.25,0.26,0.22,0.24,0.3,0.29,0.37,,0.49
f_1,0.07,0.01,0.08,0.1,0.1,0.14,0.13,0.17,0.18,0.2,0.24,,0.18,0.35,0.36,0.37
c_1,0.05,0.07,0.01,0.1,0.11,0.13,0.19,0.1,0.24,,0.22,0.25,0.21,0.3,0.29,0.33
d_1,0.07,0.06,0.06,0.01,0.08,0.12,0.16,,0.15,0.2,0.15,0.16,0.23,0.29,0.32,0.18
b_1,0.06,0.04,0.03,0.03,0.01,0.11,0.1,0.08,0.1,0.1,,0.13,0.14,0.21,0.21,0.15
a_1,0.02,0.01,0.02,0.02,0.01,,0.04,0.03,0.05,0.05,0.05,0.05,0.05,,0.05,0.06
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
