,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.12,2.38,4.77,4.65,4.03,4.37,1.2,0.99,0.92,1.31,1.2,1.2,0.69,0.93,0.76,1.7
f_1,4.06,1.13,3.65,4.37,4.25,4.47,0.89,0.85,0.83,1.43,0.74,1.5,0.48,0.76,0.61,0.82
d_1,4.95,4.47,1.11,4.96,4.92,3.48,1.16,1.83,0.79,0.73,0.81,0.74,0.61,0.74,0.4,0.65
c_1,3.91,5.47,6.87,1.12,4.0,5.04,1.49,0.56,1.92,1.41,1.02,0.99,0.73,1.21,0.76,1.1
b_1,6.37,7.06,6.57,3.38,1.13,5.59,2.2,1.38,1.54,2.18,2.87,1.27,0.82,1.48,0.84,1.0
a_1,8.66,10.84,9.37,7.75,5.3,1.14,3.37,1.87,2.42,3.92,2.89,1.93,1.45,5.37,1.37,1.61
h_1,14.27,14.82,14.04,14.98,15.63,12.56,1.69,3.3,2.94,4.38,2.75,2.69,3.42,3.07,2.04,2.15
d_0,10.81,16.73,26.93,19.39,19.66,19.26,6.86,2.33,3.75,6.07,3.99,4.48,3.27,3.4,3.05,4.27
c_0,18.16,17.79,10.19,49.39,22.37,16.83,5.3,4.39,2.18,4.57,3.4,3.72,2.49,3.53,3.08,4.33
g_1,18.7,18.91,16.11,24.5,21.62,20.88,4.21,3.99,3.58,1.81,3.88,3.35,2.19,3.46,4.05,3.62
b_0,21.13,21.61,16.48,27.97,46.34,20.88,5.57,4.26,2.14,5.76,2.15,3.8,3.06,3.12,3.0,3.5
f_0,24.44,38.62,20.98,25.29,23.81,25.49,7.71,5.1,4.83,4.9,4.77,2.27,4.07,4.95,2.25,4.91
h_0,29.92,34.25,27.14,30.69,25.69,22.22,13.5,5.98,5.11,7.61,5.66,5.56,6.07,5.86,3.88,5.58
a_0,33.1,31.03,30.33,33.63,40.55,69.32,10.05,6.49,5.43,7.88,3.52,6.17,5.19,2.47,7.24,7.65
g_0,33.39,34.57,29.83,33.27,38.73,33.98,7.65,8.26,6.97,10.68,7.13,5.95,3.88,6.93,8.58,5.87
e_0,62.33,59.51,28.2,33.99,32.85,44.44,9.29,8.57,7.19,9.46,6.81,3.29,6.07,6.25,4.34,2.76
