,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.25,0.43,0.22,0.21,0.18,0.14,0.39,0.47,0.34,0.32,0.43,0.12,0.48,0.4,0.5,0.4
e_1,0.23,2.26,0.18,0.29,0.18,0.13,0.47,0.9,0.33,0.51,0.43,0.47,0.5,0.39,0.55,0.08
d_1,0.27,0.21,2.35,0.16,0.21,0.2,0.42,0.13,0.33,0.93,0.48,0.43,0.73,0.28,0.52,0.33
c_1,0.24,0.2,0.2,2.39,0.39,0.18,0.36,0.43,0.4,0.08,0.31,0.51,0.73,0.41,0.51,0.39
b_1,0.21,0.2,0.24,0.26,2.57,0.29,0.42,0.41,0.39,0.39,0.08,0.42,0.51,0.25,0.58,0.37
a_1,0.23,0.23,0.26,0.23,0.16,3.11,0.5,0.5,0.4,0.49,0.52,0.39,0.64,0.07,0.41,0.33
h_1,0.59,0.31,0.4,0.42,0.28,0.24,2.74,0.85,0.75,0.78,0.75,0.57,0.43,0.62,1.14,0.68
d_0,0.46,0.51,0.11,0.74,0.26,0.23,0.84,2.27,0.47,0.79,0.65,0.86,1.0,0.65,1.05,0.62
g_1,0.45,0.29,0.67,0.29,0.28,0.29,0.73,0.65,3.15,0.73,0.92,1.31,0.89,0.58,0.3,0.53
c_0,0.46,0.46,0.51,0.16,0.27,0.27,0.79,0.77,0.53,2.36,1.81,0.99,0.94,1.05,0.92,0.66
b_0,0.41,0.47,0.37,0.39,0.13,0.22,0.95,1.06,0.7,1.15,2.42,1.01,1.01,1.63,0.98,0.7
f_0,0.18,0.37,0.5,0.38,0.44,0.25,0.97,1.0,0.63,1.04,1.03,2.4,1.07,0.84,0.91,1.18
h_0,0.58,0.37,0.4,0.41,0.39,0.22,0.22,0.6,0.8,0.7,0.92,0.83,0.3,0.62,1.27,0.48
a_0,0.42,0.42,0.42,0.42,0.36,0.13,0.69,1.02,0.77,0.97,0.94,1.02,1.15,2.74,1.01,0.72
g_0,0.28,0.34,0.6,0.49,0.33,0.34,0.57,0.7,0.28,0.83,0.94,1.13,1.07,0.64,0.42,0.58
e_0,0.49,0.12,0.48,0.34,0.42,0.3,1.03,0.78,0.69,0.79,1.21,0.92,1.01,0.71,0.7,3.05
