,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.32,1.19,0.84,0.81,0.63,0.71,1.53,1.34,1.66,1.45,1.51,0.66,1.83,1.5,1.14,2.01
e_1,0.73,2.36,0.64,0.89,0.8,0.71,1.49,1.13,1.62,2.9,1.64,1.82,2.28,2.0,0.99,2.42
d_1,0.72,0.82,2.54,0.69,0.74,0.89,1.65,1.43,2.65,0.76,1.77,1.79,1.97,1.57,1.49,2.05
c_1,0.79,0.67,0.81,2.6,1.2,0.76,1.37,1.5,0.61,1.43,1.53,1.84,2.24,1.51,2.07,1.72
b_1,0.85,0.73,0.76,0.77,2.74,1.12,1.3,1.56,1.74,1.54,0.84,1.77,1.97,1.44,1.88,2.08
a_1,0.79,0.68,0.7,0.7,0.77,3.32,1.8,1.75,1.86,2.14,2.17,1.57,2.01,1.29,1.39,2.39
h_1,1.25,0.98,0.9,1.07,1.02,0.87,4.01,2.78,2.07,1.94,2.29,1.95,2.22,2.78,2.34,3.32
g_1,0.88,0.95,1.49,0.87,0.99,0.99,1.31,4.4,2.59,1.58,2.41,3.52,2.43,2.39,2.2,1.82
c_0,1.26,0.93,0.99,0.8,0.85,0.91,2.22,2.02,3.73,2.69,3.77,3.1,3.01,2.29,2.46,3.61
d_0,1.16,0.84,0.49,1.81,1.01,0.79,2.23,2.0,1.65,3.72,2.29,1.67,3.46,2.09,2.23,2.69
b_0,1.2,1.07,1.11,0.97,0.66,0.76,2.21,2.18,2.13,2.12,4.06,2.46,2.87,3.4,2.8,2.58
f_0,0.73,0.88,1.07,0.85,0.98,1.44,2.17,1.85,1.98,2.58,2.7,4.43,3.51,2.78,5.44,2.56
h_0,1.44,0.91,1.03,0.95,1.0,0.97,,2.09,1.96,1.66,2.08,1.95,1.43,2.12,2.55,2.84
a_0,1.23,0.9,1.23,1.35,0.96,,1.62,1.53,2.45,2.13,2.02,2.1,3.29,4.65,1.69,2.65
e_0,1.21,0.55,1.44,0.91,0.81,1.0,2.03,2.78,2.24,2.72,2.37,2.05,3.13,3.86,5.27,2.24
g_0,1.0,0.83,1.55,1.13,0.9,0.84,1.87,1.5,1.78,1.99,2.34,2.94,2.63,2.29,3.26,
