,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8409.73,204.6,222.62,237.82,380.0,1645.64,156493.75,353924.14,849321.5,891410.58,1408121.51,,6043415.85,5326552.8,6995097.17,15119803.02
e_1,115.76,10133.51,165.05,238.34,539.06,1878.94,135363.35,266021.54,1275464.86,998305.28,1336310.54,2158489.54,4608655.28,5989542.72,,12924405.4
d_1,96.94,123.87,17563.37,370.68,484.46,1811.93,172738.48,410196.15,,1196267.37,1398861.57,1395356.25,6432507.58,5144538.05,6697317.84,18039174.25
c_1,131.43,146.76,227.92,27204.51,704.87,1352.82,183781.53,339566.16,639914.32,,1272042.54,1661046.57,5615370.79,4771703.55,6923536.07,13497955.63
b_1,115.39,160.09,190.12,373.35,41992.45,3632.52,149072.56,420924.5,648185.95,873795.8,,2038434.67,4764270.77,3674246.13,6293745.54,12270131.5
a_1,101.68,159.25,318.94,328.98,355.69,272809.09,156944.86,,724910.43,1223341.27,968352.39,,5195002.8,,,15163387.35
h_1,632.12,380.8,957.26,1093.16,1688.48,6368.64,7129780.83,2151614.68,2098004.82,3530455.04,5535929.16,5176928.47,,22904177.03,19616685.53,76488415.25
g_1,359.25,432.84,1358.1,983.55,897.7,,629695.74,23352891.0,1970269.38,3069211.22,4386553.55,10740014.78,22860549.57,15728948.73,34818219.62,
d_0,523.1,828.33,,2998.19,2315.48,8733.58,856891.99,1727178.38,22590398.33,3873164.85,7354405.11,8712816.3,25454713.27,27483247.86,30487976.59,60312706.48
c_0,503.89,739.9,823.25,,2046.05,9201.45,925945.56,1743884.72,4715212.86,29293279.34,11747560.7,10539511.26,23753403.35,22061382.64,32121261.05,77357601.79
b_0,736.7,697.4,990.4,1362.06,,9110.86,902503.9,1858096.21,3751706.43,4545540.67,50673022.41,9089198.76,20484764.34,50685328.46,29466413.71,58472834.63
f_0,,427.01,1287.31,1508.86,2423.78,,877511.49,2155651.48,3723809.13,4661364.54,7698401.48,69273095.33,24507853.88,32667816.6,76102680.03,36001037.76
h_0,1338.66,1057.62,1514.48,2130.15,2522.49,14961.03,,4332436.79,6414965.31,4671520.02,9753630.84,9950307.81,,40354361.68,60566146.74,138613621.31
a_0,937.9,743.43,774.23,1437.45,2220.26,,653109.69,2614573.04,3167471.23,4340239.53,7051970.82,7993522.45,26422566.05,280959847.57,,
e_0,604.6,,824.59,1530.94,1839.19,,927451.16,2531478.7,3748317.36,5838987.2,6258862.99,10783673.38,24303683.26,,394282974.83,78405807.78
g_0,652.33,990.97,2609.74,2202.4,3685.29,11969.65,833892.49,,4448660.86,8137448.17,9003978.34,19595816.44,48304412.02,,40839415.5,
