,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.14,9.19,9.63,10.55,11.86,10.85,2.07,2.06,1.84,3.74,1.81,8.32,0.94,2.14,2.15,1.49
e_1,6.25,1.14,10.36,11.74,10.82,10.67,4.18,2.68,2.21,3.17,2.77,3.23,1.95,2.27,8.72,2.7
d_1,14.33,14.6,1.14,11.78,17.08,9.76,4.2,9.14,2.76,1.96,1.99,2.16,1.79,2.41,2.45,1.2
c_1,12.32,14.04,15.97,1.15,11.68,12.6,2.96,1.51,8.36,3.58,2.31,2.82,2.03,2.43,2.7,1.95
b_1,14.33,12.4,13.21,7.37,1.14,17.44,4.45,3.1,3.86,4.38,16.85,2.58,1.94,3.18,2.6,2.64
a_1,29.3,17.84,26.53,22.8,11.58,1.15,5.18,4.36,4.07,7.9,4.62,4.35,2.45,,3.78,2.27
h_1,29.98,29.69,30.99,30.03,21.1,26.04,1.9,4.63,5.72,9.41,4.74,4.09,15.5,4.2,3.74,3.48
d_0,34.23,18.67,84.59,41.64,33.57,30.52,11.77,2.69,8.69,11.64,5.85,6.82,4.82,6.02,6.54,7.19
c_0,33.93,35.86,16.56,148.71,39.92,37.56,9.05,8.04,2.57,10.67,6.66,5.06,5.64,5.75,6.07,4.28
g_1,36.15,38.13,38.64,35.9,35.59,30.52,7.77,7.85,7.09,1.9,7.54,5.92,4.13,7.24,5.96,11.27
b_0,33.06,32.34,34.02,51.2,86.88,48.82,13.51,7.25,4.26,11.03,2.77,8.61,5.56,6.63,6.18,3.93
f_0,168.17,46.44,34.78,45.93,34.35,37.56,13.73,10.42,7.76,7.27,11.69,2.56,6.68,10.57,12.14,4.22
h_0,50.89,42.61,46.03,54.79,46.89,50.08,45.78,9.96,10.52,16.84,10.81,10.67,27.12,9.77,11.72,8.05
a_0,56.06,60.37,44.08,52.05,89.52,,12.3,10.42,10.19,23.7,5.85,10.45,11.42,2.83,8.95,9.66
e_0,69.07,124.9,65.21,57.83,79.84,48.82,16.82,13.08,10.87,17.3,13.98,5.58,9.64,12.22,2.91,7.51
g_0,80.58,62.45,54.91,72.63,56.81,69.75,13.51,17.55,12.54,,15.49,10.91,8.04,23.0,9.19,16.9
