,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,1.15,2.11,2.23,1.95,1.99,0.63,0.76,0.46,0.41,0.38,0.61,0.32,0.54,0.88,0.39
f_1,1.7,0.44,1.82,2.02,2.09,1.84,0.42,0.68,0.43,0.34,0.41,0.73,0.24,0.36,0.45,0.41
d_1,2.52,1.91,0.42,2.26,1.89,1.8,0.52,0.36,1.41,0.45,0.41,0.4,0.28,0.42,0.39,0.17
c_1,1.7,2.28,2.58,0.41,2.08,2.5,0.67,0.68,0.23,0.81,0.43,0.42,0.31,0.36,0.37,0.29
b_1,2.5,2.66,2.43,1.15,0.39,2.86,0.66,0.67,0.49,0.71,1.11,0.43,0.34,0.48,0.41,0.38
a_1,3.65,2.86,2.44,3.22,1.58,0.31,1.0,0.89,0.87,0.73,0.65,0.68,0.43,1.55,0.74,0.38
h_1,3.21,3.56,3.59,3.83,3.66,2.72,0.32,0.98,0.6,0.65,0.68,0.81,0.83,0.61,0.72,0.46
g_1,4.54,3.73,3.04,3.73,3.6,3.4,0.78,0.31,0.86,0.76,0.81,0.84,0.54,0.8,0.75,0.8
d_0,1.93,4.17,7.67,3.76,4.17,3.47,1.18,1.07,0.38,0.74,0.73,0.79,0.59,0.83,0.7,0.66
c_0,3.54,4.22,1.86,8.97,4.03,3.22,1.08,0.99,1.37,0.4,0.81,0.86,0.5,1.01,0.7,0.62
b_0,3.48,3.89,3.35,6.68,6.03,3.54,1.11,0.91,1.0,0.41,0.38,0.68,0.6,0.74,0.79,0.82
f_0,5.04,12.25,3.86,3.76,3.63,3.12,1.27,0.7,0.83,0.73,0.83,0.34,0.51,0.93,0.7,0.33
h_0,4.26,4.42,4.27,4.24,4.37,4.03,2.63,1.2,0.97,0.97,0.89,0.73,1.23,0.89,0.78,0.64
a_0,3.92,5.24,5.07,5.31,6.36,7.73,1.74,1.41,0.84,0.77,0.47,0.9,0.55,0.32,1.24,0.65
e_0,9.2,8.1,3.68,4.13,5.98,3.83,1.58,1.33,0.99,0.94,0.99,0.39,0.69,0.95,0.31,0.68
g_0,5.78,5.48,4.76,5.54,5.25,5.07,1.1,1.57,1.11,0.98,0.97,0.9,0.45,1.15,0.88,1.0
