,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.7,1.18,0.89,0.96,0.6,0.49,0.62,0.42,0.44,0.4,0.46,0.37,0.34,0.36,0.31
f_1,1.41,1.0,0.94,0.88,0.82,0.7,0.36,0.43,0.42,0.37,0.38,0.38,0.3,0.27,0.25,0.3
c_1,0.85,1.08,1.0,1.01,1.19,0.8,0.51,0.31,0.48,0.38,0.33,0.39,0.35,0.33,0.3,0.29
d_1,1.12,1.16,0.99,1.0,0.92,0.67,0.52,0.43,0.38,0.57,0.46,0.38,0.35,0.39,0.34,0.27
b_1,1.03,1.23,0.84,1.08,1.0,1.22,0.5,0.48,0.52,0.57,0.54,0.44,0.45,0.35,0.35,0.4
a_1,1.7,1.41,1.27,1.48,0.82,1.0,0.81,0.66,0.69,0.56,0.63,0.47,0.5,0.43,0.45,0.42
h_1,2.09,2.66,1.93,1.94,1.92,1.35,1.0,0.89,1.2,0.76,0.83,0.85,0.78,0.76,0.67,0.68
d_0,1.57,2.19,3.38,2.34,2.07,1.55,1.14,1.0,1.18,0.8,0.96,0.88,0.79,0.7,0.79,0.83
g_1,2.29,2.32,2.2,2.55,1.99,1.51,0.86,0.85,1.0,1.07,0.86,1.04,0.77,0.66,0.8,0.68
c_0,2.19,2.58,2.8,1.76,1.75,1.76,1.32,1.28,0.95,1.0,1.38,1.01,0.91,0.82,0.85,0.76
b_0,2.43,2.59,2.95,2.26,1.94,1.58,1.16,1.1,1.28,0.77,1.0,0.99,0.87,1.07,0.81,0.8
f_0,2.12,2.7,2.65,2.59,2.32,1.87,1.18,1.1,0.96,1.06,1.0,1.0,0.97,0.96,1.1,0.65
h_0,2.67,3.47,2.77,2.81,2.26,1.97,1.26,1.31,1.34,1.12,1.13,1.07,1.0,0.86,0.88,1.08
a_0,2.91,3.66,3.08,2.58,2.77,2.47,1.33,1.43,1.45,1.26,0.92,1.09,1.17,1.0,1.04,0.93
e_0,2.8,3.92,3.21,3.02,2.84,2.24,1.52,1.25,1.32,1.1,1.26,0.83,1.21,0.88,1.0,0.95
g_0,3.12,3.34,3.29,3.89,2.55,2.33,1.5,1.23,1.44,1.45,1.33,1.56,0.94,1.01,1.01,1.0
