,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.1,1.77,3.36,3.21,3.35,3.1,0.85,0.63,1.0,0.65,0.61,0.74,0.53,0.68,1.06,0.54
f_1,2.5,1.1,2.89,3.42,3.25,2.78,0.58,0.63,0.93,0.54,0.53,0.83,0.33,0.55,0.5,0.57
d_1,4.17,3.78,1.1,3.25,3.08,2.67,0.87,1.12,0.61,0.64,0.65,0.58,0.47,0.59,0.62,0.33
c_1,2.78,3.38,4.05,1.1,2.91,3.25,1.11,0.39,0.99,1.13,0.59,0.69,0.52,0.68,0.59,0.43
b_1,4.18,4.47,3.56,2.3,1.12,3.65,1.46,0.94,0.97,1.06,1.4,0.82,0.55,0.94,0.76,0.6
a_1,6.04,5.66,5.13,6.22,3.09,1.13,1.81,1.4,1.79,1.28,1.5,1.33,0.86,1.53,1.2,0.89
h_1,10.93,13.14,10.56,12.0,11.97,9.99,1.61,2.33,3.08,2.14,2.21,1.89,2.18,1.95,1.84,1.42
d_0,8.13,13.75,21.27,15.39,15.6,13.33,4.2,2.01,4.45,3.01,2.85,3.24,2.26,3.13,2.76,2.59
g_1,14.12,13.65,13.05,14.97,17.01,13.42,3.37,3.24,1.67,3.06,2.97,3.04,1.58,2.54,2.7,2.87
c_0,18.51,17.02,9.05,25.9,15.78,15.43,5.06,4.46,4.83,1.92,3.54,3.52,2.13,3.16,3.42,2.13
b_0,15.84,17.44,14.49,20.65,23.34,14.4,4.64,3.76,5.33,2.03,2.13,3.01,2.21,3.3,3.23,2.0
f_0,18.42,25.91,16.38,17.36,17.87,15.43,5.6,3.93,3.23,3.41,3.41,1.99,2.35,3.68,3.62,1.6
h_0,24.85,21.28,19.61,19.9,22.77,18.48,7.43,4.7,6.05,4.63,3.83,4.52,4.02,3.58,3.26,3.02
a_0,25.91,27.29,21.55,26.53,31.03,30.14,6.94,6.36,6.79,4.3,2.54,4.89,3.32,2.2,4.11,3.93
e_0,33.59,38.03,21.27,24.91,24.77,24.49,8.32,6.42,6.28,4.81,5.09,2.69,3.68,4.51,2.34,3.09
g_0,25.55,28.83,26.2,28.13,24.99,22.52,5.92,5.15,9.33,5.41,5.7,5.08,2.83,5.05,4.41,3.98
