,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.17,1.02,1.84,1.75,1.69,1.8,0.5,0.49,0.33,0.32,0.43,0.34,0.24,0.34,2.58,0.26
f_1,1.63,0.17,1.62,1.7,1.71,1.96,0.34,0.65,0.32,0.31,1.36,0.27,0.17,0.34,0.29,0.35
d_1,1.91,1.83,0.16,1.98,1.95,1.58,0.42,0.3,1.76,0.27,0.27,0.33,0.21,0.32,0.29,0.14
c_1,1.61,1.57,2.1,0.15,1.96,1.26,0.47,0.55,0.16,1.25,0.31,0.38,0.23,0.25,0.36,0.25
b_1,1.81,2.12,1.83,0.81,0.13,1.72,0.48,0.54,0.33,0.6,0.35,1.5,0.25,0.38,0.28,0.31
a_1,1.43,1.82,2.15,2.33,0.77,0.09,0.76,0.45,0.36,0.32,0.39,0.47,0.29,1.43,0.67,0.25
h_1,0.88,0.99,0.79,0.97,1.06,1.0,0.06,0.31,0.19,0.18,0.22,0.18,0.57,0.17,0.15,0.11
g_1,0.98,1.1,0.76,0.88,0.83,1.16,0.18,0.06,0.32,0.22,0.18,0.21,0.11,0.25,0.19,0.3
d_0,0.52,0.93,3.06,1.03,0.85,0.78,0.33,0.3,0.08,0.2,0.2,0.21,0.19,0.2,0.2,0.16
c_0,1.11,0.95,0.46,2.99,1.03,0.81,0.34,0.27,0.28,0.07,0.22,0.19,0.16,0.19,0.16,0.16
f_0,0.77,3.37,1.04,0.87,0.79,0.81,0.26,0.16,0.24,0.17,0.06,0.24,0.16,0.14,0.21,0.08
b_0,0.95,0.89,0.57,1.29,3.85,1.06,0.24,0.27,0.26,0.1,0.17,0.06,0.18,0.18,0.14,0.15
h_0,0.99,0.83,0.81,0.96,0.86,0.81,0.71,0.31,0.17,0.19,0.19,0.16,0.3,0.14,0.16,0.12
a_0,0.74,1.21,0.77,0.86,0.99,,0.24,0.2,0.22,0.26,0.18,0.1,0.15,0.05,0.26,0.13
e_0,1.67,1.28,0.84,0.78,0.93,0.87,0.24,0.19,0.19,0.17,0.08,0.23,0.16,0.19,0.04,0.11
g_0,0.91,0.9,0.77,1.1,0.99,0.78,0.24,0.46,0.22,0.15,0.19,0.19,0.1,0.27,0.16,0.33
