,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,2.19,3.79,3.04,4.01,3.74,1.87,2.35,1.6,2.09,1.6,1.89,1.36,1.25,,1.99
f_1,4.92,0.41,3.76,3.67,2.49,4.25,1.48,2.02,1.7,1.77,1.83,,0.94,1.68,1.91,1.18
d_1,4.01,3.2,0.41,5.08,3.53,4.05,1.78,1.37,1.76,,2.08,1.73,1.15,1.05,1.66,1.08
c_1,3.88,3.48,3.49,0.39,3.55,3.98,1.81,2.19,,0.9,2.1,1.58,1.55,1.72,1.88,1.45
b_1,3.72,4.78,3.92,2.3,0.36,4.52,1.63,1.65,1.91,1.66,,1.68,1.49,1.3,1.57,1.28
a_1,3.56,5.02,3.81,3.73,1.78,0.29,2.32,1.89,1.27,2.31,,2.07,,,,1.33
h_1,2.1,1.82,1.56,2.14,2.18,1.45,0.27,1.04,0.7,0.63,1.0,0.71,,1.05,0.89,0.71
g_1,1.85,2.02,1.88,1.5,2.29,2.03,0.85,0.24,0.74,0.83,0.86,1.15,0.61,0.9,0.71,
c_0,1.52,1.57,1.15,,1.63,1.98,0.81,0.74,0.3,0.85,0.85,0.61,0.63,0.81,0.71,0.62
d_0,1.0,1.58,,1.7,1.6,1.15,1.4,1.15,0.71,0.3,0.64,0.63,0.57,0.99,0.61,0.62
b_0,1.55,1.4,1.34,1.59,,,0.81,1.18,0.54,0.76,0.27,0.74,0.77,1.11,0.68,0.58
f_0,1.98,,1.37,1.77,2.52,1.51,1.01,0.56,0.86,0.65,0.69,0.26,0.63,0.82,0.79,0.33
h_0,1.32,1.48,1.81,1.38,1.42,,,0.61,0.57,0.69,0.45,0.46,,0.46,0.8,0.52
a_0,1.88,1.87,2.48,1.42,1.69,,0.87,0.9,0.72,0.85,0.38,0.65,0.61,0.23,,0.51
e_0,,1.91,1.66,1.88,1.97,,0.84,0.88,0.74,0.63,0.71,0.43,0.38,,0.22,
g_0,1.02,1.75,1.36,1.29,1.56,1.43,0.51,,0.67,0.54,0.6,1.14,0.42,0.56,,
