,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.4,1.24,0.73,0.76,0.72,0.68,1.24,1.62,1.41,1.25,1.72,0.86,1.67,1.82,2.19,1.85
e_1,0.65,2.42,0.68,0.98,0.73,0.65,1.7,2.55,1.54,1.78,1.62,1.85,1.89,1.74,2.27,0.87
d_1,0.87,0.75,2.5,0.61,0.78,0.85,1.44,0.97,1.2,2.7,1.83,1.66,2.49,1.39,1.87,1.56
c_1,0.79,0.64,0.78,2.55,1.2,0.81,1.28,1.36,1.71,0.6,1.33,2.0,2.49,1.83,1.89,1.89
b_1,0.74,0.71,0.81,0.74,2.75,1.25,1.52,1.63,1.62,1.59,0.68,1.64,1.86,1.23,2.27,1.75
a_1,0.81,0.81,0.82,0.78,0.56,3.34,1.72,1.86,1.59,1.81,1.99,1.65,2.49,0.71,1.68,1.66
h_1,1.39,0.8,1.06,1.14,0.87,0.84,3.73,2.19,2.22,2.12,2.16,1.73,2.04,2.2,3.42,2.18
d_0,1.13,1.01,0.51,1.75,0.84,0.86,2.11,3.69,1.68,2.18,1.88,2.41,3.03,2.13,3.14,2.3
g_1,1.13,0.8,1.56,0.81,0.85,1.0,1.85,1.94,4.35,2.07,2.56,3.48,2.38,1.95,1.48,1.95
c_0,1.26,1.09,1.03,0.76,0.86,0.97,2.04,2.14,1.74,3.78,3.99,2.64,2.7,3.15,2.79,2.42
b_0,1.04,1.13,0.93,1.1,0.66,0.78,2.38,2.88,1.95,2.31,4.0,2.69,2.7,4.23,2.79,2.14
f_0,0.67,0.94,1.2,0.95,1.19,0.91,2.52,2.53,1.7,2.48,2.61,4.07,2.89,2.55,2.47,3.54
h_0,1.4,0.97,0.98,1.01,1.11,0.8,0.93,1.73,2.38,1.98,2.52,2.43,1.51,2.13,3.43,1.87
a_0,1.04,1.02,1.15,1.07,1.1,0.73,1.83,2.59,2.27,2.27,2.11,2.57,3.08,4.61,2.91,2.5
g_0,0.77,0.87,1.39,1.24,0.96,1.21,1.49,1.88,1.36,2.21,2.52,2.99,2.66,2.15,1.85,2.27
e_0,1.11,0.49,1.17,0.91,1.13,1.04,2.46,2.1,2.15,2.09,2.96,2.23,2.92,2.43,2.28,5.0
