,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.09,1.46,2.38,2.63,2.37,2.23,0.7,0.74,0.57,0.5,0.6,0.5,0.34,0.46,0.59,0.39
f_1,2.28,1.09,2.16,2.35,2.29,2.13,0.52,0.72,0.55,0.43,0.57,0.44,0.26,0.37,0.42,0.37
d_1,2.89,2.76,1.1,2.54,2.99,2.5,0.68,0.5,0.78,0.57,0.52,0.54,0.37,0.47,0.51,0.25
c_1,2.18,2.98,3.55,1.09,2.5,2.62,0.91,0.74,0.36,0.73,0.58,0.53,0.39,0.65,0.51,0.39
b_1,2.86,3.43,3.19,1.94,1.1,2.83,0.92,0.94,0.61,0.84,0.68,0.86,0.47,0.56,0.59,0.47
a_1,4.56,5.0,4.19,4.41,2.5,1.12,1.31,1.24,1.14,0.85,0.97,1.16,0.74,1.79,0.84,0.68
h_1,8.72,9.05,8.32,8.58,8.74,7.99,1.49,2.79,2.06,1.58,1.69,1.67,1.38,1.53,1.62,1.13
g_1,11.21,11.03,10.81,11.83,10.64,9.59,2.63,1.55,2.6,2.14,2.18,2.16,1.21,2.23,1.95,1.57
d_0,7.35,11.41,16.05,12.3,11.23,10.08,3.85,4.48,1.74,2.32,2.46,2.58,1.88,2.4,2.66,2.01
c_0,14.34,14.93,7.79,18.02,13.09,11.43,3.76,3.36,4.3,1.87,2.75,2.89,1.82,2.53,2.61,1.67
f_0,12.58,17.17,13.56,13.59,11.93,10.8,3.38,2.49,3.14,2.63,1.8,2.64,1.76,2.41,2.62,1.29
b_0,14.12,14.02,11.52,18.12,15.19,10.68,3.67,3.96,3.49,1.5,2.83,1.86,2.0,2.92,2.64,1.95
h_0,18.13,18.01,17.1,17.81,16.61,14.46,6.4,4.72,4.3,3.52,3.38,3.31,3.13,2.89,3.06,2.36
a_0,22.69,19.75,18.18,21.37,21.35,21.6,5.86,5.28,4.87,3.31,4.44,2.57,2.88,2.14,3.52,3.13
e_0,23.12,28.93,19.91,21.52,18.68,18.72,5.46,4.75,4.22,3.7,2.36,3.9,2.62,3.51,2.1,2.46
g_0,22.42,25.34,22.15,24.99,22.9,20.48,5.27,6.68,4.91,4.3,4.76,4.1,2.56,3.61,4.2,3.76
