,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.83,1.24,1.06,0.95,1.24,1.1,1.53,0.92,1.14,1.12,1.1,0.99,1.19,1.16
f_1,1.25,1.0,0.95,1.03,0.88,0.92,0.79,0.99,0.83,0.94,0.78,0.96,0.84,0.97,0.81,0.93
d_1,1.21,1.05,1.0,0.91,0.94,0.92,1.0,0.88,0.9,1.29,0.97,1.03,1.06,1.09,0.87,0.75
c_1,0.81,0.96,1.09,1.0,1.5,0.93,1.03,0.84,0.74,0.76,0.93,0.83,1.04,1.05,1.0,1.1
b_1,0.93,1.15,1.06,0.67,1.0,1.46,0.91,0.98,1.05,1.14,1.02,0.94,1.05,0.84,1.1,1.11
a_1,1.05,1.08,1.09,1.09,0.69,1.0,1.12,1.17,1.0,1.03,1.04,1.27,1.07,1.07,1.2,1.03
h_1,0.84,1.25,1.06,0.99,1.02,0.9,1.0,1.08,1.02,0.85,0.83,1.06,0.97,0.92,0.96,1.27
g_1,0.88,0.97,1.16,1.17,1.01,0.84,0.93,1.0,0.8,1.0,1.2,0.98,0.75,0.92,0.9,0.85
d_0,0.69,1.12,1.11,1.44,0.9,0.99,1.06,1.19,1.0,0.87,1.01,0.96,0.96,1.02,1.05,1.18
c_0,1.1,1.06,0.74,1.17,0.86,1.01,1.19,1.0,1.09,1.0,1.2,1.33,1.06,1.12,0.87,1.06
f_0,0.8,1.28,1.01,1.07,1.04,0.98,1.22,0.84,1.04,0.8,1.0,0.9,1.04,0.91,1.61,0.9
b_0,0.92,1.06,0.91,1.26,1.11,0.76,0.93,1.15,1.07,0.72,1.21,1.0,1.03,1.58,1.07,1.05
h_0,0.94,1.11,0.97,0.94,0.93,0.88,0.94,1.34,1.06,0.93,0.97,0.95,1.0,1.08,0.88,1.12
a_0,0.99,1.02,0.91,1.05,1.18,0.86,1.06,1.16,0.94,0.92,1.07,0.62,0.91,1.0,0.99,1.3
e_0,0.95,1.2,1.14,1.01,0.89,0.85,1.02,1.07,1.0,1.13,0.68,1.02,1.2,0.93,1.0,0.83
g_0,0.9,1.05,1.39,0.9,0.92,1.03,0.81,1.21,0.87,0.97,1.14,0.95,0.89,0.7,1.2,1.0
