,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,0.58,0.61,0.78,0.69,0.59,0.13,0.22,0.13,0.12,0.12,0.22,0.07,0.15,0.15,0.12
e_1,0.4,0.16,0.68,0.73,0.77,0.62,0.24,0.21,0.14,0.14,0.16,0.18,0.11,0.14,0.29,0.11
d_1,0.69,0.71,0.16,0.67,0.71,0.6,0.19,0.13,0.29,0.12,0.13,0.12,0.09,0.12,0.12,0.05
c_1,0.7,0.52,0.88,0.14,0.59,0.67,0.17,0.17,0.07,0.2,0.13,0.13,0.09,0.13,0.1,0.1
b_1,0.79,0.83,0.7,0.31,0.13,0.77,0.22,0.21,0.16,0.16,0.22,0.13,0.11,0.12,0.13,0.11
a_1,0.73,0.68,0.73,0.67,0.32,0.1,0.24,0.27,0.17,0.16,0.23,0.12,0.11,0.33,0.12,0.1
h_1,0.52,0.5,0.46,0.62,0.55,0.45,0.06,0.14,0.13,0.09,0.12,0.11,0.12,0.1,0.11,0.08
g_1,0.59,0.52,0.58,0.56,0.65,0.38,0.11,0.05,0.11,0.11,0.1,0.11,0.06,0.09,0.09,0.13
d_0,0.55,0.31,0.86,0.53,0.54,0.59,0.15,0.17,0.06,0.1,0.12,0.11,0.09,0.13,0.1,0.09
c_0,0.64,0.55,0.28,1.07,0.51,0.55,0.15,0.16,0.19,0.07,0.13,0.09,0.08,0.1,0.1,0.07
b_0,0.57,0.49,0.43,0.67,0.93,0.59,0.14,0.13,0.13,0.06,0.05,0.11,0.07,0.1,0.09,0.08
f_0,1.22,0.49,0.45,0.5,0.47,0.58,0.14,0.08,0.13,0.1,0.11,0.05,0.08,0.09,0.1,0.05
h_0,0.51,0.59,0.44,0.55,0.53,0.5,0.22,0.19,0.11,0.08,0.1,0.1,0.11,0.1,0.07,0.08
a_0,0.5,0.54,0.49,0.58,0.65,0.68,0.16,0.12,0.13,0.09,0.05,0.1,0.06,0.04,0.09,0.07
e_0,0.77,0.74,0.43,0.56,0.46,0.53,0.13,0.14,0.11,0.09,0.1,0.05,0.09,0.09,0.04,0.07
g_0,0.6,0.59,0.44,0.55,0.54,0.48,0.11,0.17,0.12,0.09,0.11,0.09,0.05,0.11,0.08,0.12
